source,Clone,TRNO,EXCODE,HWAMS,HWAMM,LAIXS,LAIXM,CWAMS,CWAMM
8,TMEB419,5,UYIK1701CS,13223,9350,1.8,3,6483,7292
8,TMS13F1021P0008,6,UYIK1701CS,6401,12969,1.1,4,6094,9549
8,TMS13F1049P0001,7,UYIK1701CS,6764,NA,0.9,1,5591,NA
8,TMS13F1114P0001,8,UYIK1701CS,8003,7656,1.2,4,5608,7812
8,TMS13F1126P0003,9,UYIK1701CS,7368,NA,1,3,4161,NA
8,TMS13F1182P0002,10,UYIK1701CS,7515,9623,1.3,5,7071,8333
8,TMS13F1304P0003,11,UYIK1701CS,9514,NA,1.3,2,4928,NA
8,TMS13F1315P0008,12,UYIK1701CS,7368,NA,1,2,4161,NA
8,TMS13F1376P0018,13,UYIK1701CS,27373,NA,1.5,NA,9465,NA
8,TMS13F1400P0001,14,UYIK1701CS,8003,NA,1.2,4,5608,NA
8,TMS13F1461P0002,15,UYIK1701CS,8003,12589,1.2,5,5608,10069
8,TMS13F2061P0005,16,UYIK1701CS,8003,12142,1.2,3,5608,7812
8,TMS13F2207P0001,17,UYIK1701CS,14341,12067,2.2,5,7019,9514
8,TMS14F1001P0004,18,UYIK1701CS,9514,13023,1.3,3,4928,7465
8,TMS14F1013P0007,19,UYIK1701CS,7368,NA,1,3,4161,NA
8,TMS14F1014P0016,20,UYIK1701CS,8003,NA,1.2,2,5608,NA
8,TMS14F1014P0017,21,UYIK1701CS,8003,NA,1.2,2,5608,NA
8,TMS14F1016P0006,22,UYIK1701CS,9514,13842,1.3,13,4928,6458
8,TMS14F1019P0015,23,UYIK1701CS,7368,NA,1,3,4161,NA
8,TMS14F1022P0003,24,UYIK1701CS,7368,NA,1,2,4161,NA
8,TMS14F1022P0006,25,UYIK1701CS,7368,13724,1,8,4161,7188
8,TMS14F1035P0004,26,UYIK1701CS,9916,14428,1.1,5,3914,5347
8,TMS14F1035P0007,27,UYIK1701CS,9514,8689,1.3,5,4928,5799
8,TMS14F1036P0007,28,UYIK1701CS,14341,14861,2.2,5,7019,9132
8,TMS14F1049P0001,29,UYIK1701CS,7368,8405,1,6,4161,5590
8,TMS14F1098P0013,30,UYIK1701CS,7368,NA,1,4,4161,NA
8,TMS14F1120P0003,31,UYIK1701CS,5425,5505,1,4,6534,9375
8,TMS14F1125P0010,32,UYIK1701CS,8003,NA,1.2,3,5608,NA
8,TMS14F1131P0001,33,UYIK1701CS,6087,10301,0.7,3,4365,3819
8,TMS14F1146P0002,34,UYIK1701CS,13380,NA,1.3,NA,5569,NA
8,TMS14F1159P0003,35,UYIK1701CS,9504,NA,1.3,3,4850,NA
8,TMS14F1194P0002,36,UYIK1701CS,13204,13380,1.3,NA,5542,7604
8,TMS14F1195P0004,37,UYIK1701CS,5205,NA,0.7,2,3291,NA
8,TMS14F1195P0005,38,UYIK1701CS,7138,12712,1.1,4,4805,9028
8,TMS14F1196P0003,39,UYIK1701CS,5205,NA,0.7,2,3291,NA
8,TMS14F1208P0007,40,UYIK1701CS,5205,10433,0.7,6,3291,3993
8,TMS14F1223P0007,41,UYIK1701CS,5205,12435,0.7,3,3291,4965
8,TMS14F1224P0004,42,UYIK1701CS,5205,15638,0.7,2,3291,7222
8,TMS14F1262P0002,43,UYIK1701CS,5205,13382,0.7,4,3291,7917
8,TMS14F1278P0003,44,UYIK1701CS,5205,NA,0.7,2,3291,NA
8,TMS14F1285P0006,45,UYIK1701CS,9504,NA,1.3,2,4850,NA
8,TMS14F1285P0017,46,UYIK1701CS,12472,10938,1.3,NA,5429,4931
8,TMS14F1287P0008,47,UYIK1701CS,9831,NA,1.6,7,6348,NA
8,TMS14F1288P0008,48,UYIK1701CS,10380,NA,0.6,1,6181,NA
8,TMS14F1291P0003,49,UYIK1701CS,13380,NA,1.3,NA,5569,NA
8,TMS14F1291P0011,50,UYIK1701CS,12654,12982,1.3,NA,5456,4271
8,TMS14F1291P0012,51,UYIK1701CS,4604,NA,0.6,6,3946,NA
8,TMS14F1292P0012,52,UYIK1701CS,10312,NA,1.5,3,5491,NA
8,TMS14F1295P0012,53,UYIK1701CS,6523,NA,0.8,1,4262,NA
8,TMS14F1297P0019,54,UYIK1701CS,7735,9642,1.2,4,5577,7396
8,TMS14F1299P0007,55,UYIK1701CS,7735,NA,1.2,4,5577,NA
8,TMS14F1300P0002,56,UYIK1701CS,13015,NA,1.3,NA,5512,NA
8,TMS14F1300P0008,57,UYIK1701CS,1,10278,0.4,4,5299,10069
8,TMS14F1301P0004,58,UYIK1701CS,13729,NA,1.3,NA,5623,NA
8,TMS14F1301P0013,59,UYIK1701CS,10196,NA,1.3,8,4739,NA
8,TMS14F1303P0012,60,UYIK1701CS,8385,12290,0.9,8,3922,11215
8,TMS14F1306P0008,61,UYIK1701CS,6688,NA,0.9,7,4318,NA
8,TMS14F1306P0015,62,UYIK1701CS,13196,12603,1.9,3,6378,7917
8,TMS14F1306P0020,63,UYIK1701CS,7674,12339,0.8,3,4423,8194
8,TMS14F1310P0004,64,UYIK1701CS,6688,13128,0.9,5,4318,6424
8,TMS14F1310P0015,65,UYIK1701CS,13902,NA,1.3,NA,5650,NA
8,TMS14F1311P0002,66,UYIK1701CS,6688,7488,0.9,5,4318,8924
8,TMS14F1312P0003,67,UYIK1701CS,11740,10306,1.3,4,5299,9097
9,IITA-TMS-IBA000070,1,UYIK1801CS,21859,8592,2.5,5,7724,7049
9,IITA-TMS-IBA30572,2,UYIK1801CS,12454,5876,1.1,3,4644,6476
9,IITA-TMS-IBA980581,3,UYIK1801CS,15026,7869,1.4,4,5915,8021
9,IITA-TMS-IBA982101,4,UYIK1801CS,15082,5607,1.1,3,7474,7396
9,TMEB419,5,UYIK1801CS,19992,5861,2,3,7119,6684
9,TMS13F1021P0008,6,UYIK1801CS,11781,7925,1.2,4,6587,6042
9,TMS13F1049P0001,7,UYIK1801CS,11494,4006,1,1,6077,6250
9,TMS13F1114P0001,8,UYIK1801CS,13449,4400,1.3,4,6114,5660
9,TMS13F1126P0003,9,UYIK1801CS,12454,3739,1.1,3,4644,6250
9,TMS13F1182P0002,10,UYIK1801CS,13369,5688,1.5,5,7623,8646
9,TMS13F1304P0003,11,UYIK1801CS,15463,3453,1.4,2,5480,6875
9,TMS13F1315P0008,12,UYIK1801CS,12454,3427,1.1,2,4644,4931
9,TMS13F1376P0018,13,UYIK1801CS,32894,2781,2.1,0,11112,9618
9,TMS13F1400P0001,14,UYIK1801CS,13449,5135,1.3,4,6114,3507
9,TMS13F1461P0002,15,UYIK1801CS,13449,4215,1.3,5,6114,6771
9,TMS13F2061P0005,16,UYIK1801CS,13449,3889,1.3,3,6114,5000
9,TMS13F2207P0001,17,UYIK1801CS,21859,7814,2.5,5,7724,6319
9,TMS14F1001P0004,18,UYIK1801CS,15463,7219,1.4,3,5480,6528
9,TMS14F1013P0007,19,UYIK1801CS,12454,4941,1.1,3,4644,7639
9,TMS14F1014P0016,20,UYIK1801CS,13449,4983,1.3,2,6114,3819
9,TMS14F1014P0017,21,UYIK1801CS,13449,4033,1.3,2,6114,5625
9,TMS14F1016P0006,22,UYIK1801CS,15463,4297,1.4,13,5480,3472
9,TMS14F1019P0015,23,UYIK1801CS,12454,4109,1.1,3,4644,5451
9,TMS14F1022P0003,24,UYIK1801CS,12454,3595,1.1,2,4644,6806
9,TMS14F1022P0006,25,UYIK1801CS,12454,4419,1.1,8,4644,3125
9,TMS14F1035P0004,26,UYIK1801CS,15489,6623,1.3,5,4434,3299
9,TMS14F1035P0007,27,UYIK1801CS,15463,5908,1.4,5,5480,4618
9,TMS14F1036P0007,28,UYIK1801CS,21859,8551,2.5,5,7724,6250
9,TMS14F1049P0001,29,UYIK1801CS,12454,4961,1.1,6,4644,5625
9,TMS14F1098P0013,30,UYIK1801CS,12454,6283,1.1,4,4644,7222
9,TMS14F1120P0003,31,UYIK1801CS,10268,4409,1.1,4,7015,6840
9,TMS14F1125P0010,32,UYIK1801CS,13449,4073,1.3,3,6114,7847
9,TMS14F1131P0001,33,UYIK1801CS,10137,7333,0.8,3,4762,3542
9,TMS14F1146P0002,34,UYIK1801CS,19498,3753,1.4,0,6145,5069
9,TMS14F1159P0003,35,UYIK1801CS,15316,3970,1.4,3,5391,5660
9,TMS14F1194P0002,36,UYIK1801CS,19334,6165,1.4,0,6119,4722
9,TMS14F1195P0004,37,UYIK1801CS,9271,3264,0.8,2,3693,5625
9,TMS14F1195P0005,38,UYIK1801CS,12297,7439,1.2,4,5279,4965
9,TMS14F1196P0003,39,UYIK1801CS,9271,2812,0.8,2,3693,6181
9,TMS14F1208P0007,40,UYIK1801CS,9271,5716,0.8,6,3693,4965
9,TMS14F1223P0007,41,UYIK1801CS,9271,6286,0.8,3,3693,3819
9,TMS14F1224P0004,42,UYIK1801CS,9271,4560,0.8,2,3693,3993
9,TMS14F1262P0002,43,UYIK1801CS,9271,8247,0.8,4,3693,4792
9,TMS14F1278P0003,44,UYIK1801CS,9271,2486,0.8,2,3693,5764
9,TMS14F1285P0006,45,UYIK1801CS,15316,4757,1.4,2,5391,6215
9,TMS14F1285P0017,46,UYIK1801CS,18572,8594,1.4,0,6002,4722
9,TMS14F1287P0008,47,UYIK1801CS,16710,6694,1.8,7,7005,7812
9,TMS14F1288P0008,48,UYIK1801CS,12968,2688,0.8,1,6379,3750
9,TMS14F1291P0003,49,UYIK1801CS,19498,3090,1.4,0,6145,6389
9,TMS14F1291P0011,50,UYIK1801CS,18736,5147,1.4,0,6030,3229
9,TMS14F1291P0012,51,UYIK1801CS,8158,4538,0.7,6,4365,7743
9,TMS14F1292P0012,52,UYIK1801CS,16834,6875,1.6,3,6102,8750
9,TMS14F1295P0012,53,UYIK1801CS,10620,4193,0.9,1,4690,5868
9,TMS14F1297P0019,54,UYIK1801CS,13421,5438,1.3,4,6101,7361
9,TMS14F1299P0007,55,UYIK1801CS,13421,5260,1.3,4,6101,8576
9,TMS14F1300P0002,56,UYIK1801CS,19092,5172,1.4,0,6084,4896
9,TMS14F1300P0008,57,UYIK1801CS,7,5875,0.7,4,12185,6562
9,TMS14F1301P0004,58,UYIK1801CS,19758,6632,1.4,0,6188,8160
9,TMS14F1301P0013,59,UYIK1801CS,16009,5536,1.5,8,5302,7257
9,TMS14F1303P0012,60,UYIK1801CS,12973,6265,1,8,4421,6493
9,TMS14F1306P0008,61,UYIK1801CS,11207,5444,0.9,7,4762,6458
9,TMS14F1306P0015,62,UYIK1801CS,20422,8993,2.2,3,7052,7812
9,TMS14F1306P0020,63,UYIK1801CS,11875,7687,0.9,3,5015,6736
9,TMS14F1310P0004,64,UYIK1801CS,11207,4867,0.9,5,4762,4722
9,TMS14F1310P0015,65,UYIK1801CS,20032,4184,1.4,0,6228,7153
9,TMS14F1311P0002,66,UYIK1801CS,11207,6698,0.9,5,4762,5833
9,TMS14F1312P0003,67,UYIK1801CS,17738,6541,1.4,4,5864,6181
10,IITA-TMS-IBA000070,1,UYIK1901CS,23236,17732,2.5,5,7965,14635
10,IITA-TMS-IBA30572,2,UYIK1901CS,13169,9587,1.1,3,4801,16328
10,IITA-TMS-IBA980581,3,UYIK1901CS,15962,13494,1.4,4,6098,16901
10,IITA-TMS-IBA982101,4,UYIK1901CS,15878,12538,1.1,3,7930,19125
10,TMEB419,5,UYIK1901CS,20834,14040,2,3,7301,15729
10,TMS13F1021P0008,6,UYIK1901CS,12339,10998,1.2,4,6763,12667
10,TMS13F1049P0001,7,UYIK1901CS,12177,10896,1,1,6321,15240
10,TMS13F1114P0001,8,UYIK1901CS,14131,9189,1.3,4,6287,14135
10,TMS13F1126P0003,9,UYIK1901CS,13169,14529,1.1,3,4801,15260
10,TMS13F1182P0002,10,UYIK1901CS,14001,9945,1.4,5,7843,22875
10,TMS13F1304P0003,11,UYIK1901CS,16500,22500,1.4,2,5658,16562
10,TMS13F1315P0008,12,UYIK1901CS,13169,10467,1.1,2,4801,16208
10,TMS13F1376P0018,13,UYIK1901CS,33736,20306,1.9,NA,11526,13510
10,TMS13F1400P0001,14,UYIK1901CS,14131,9124,1.3,4,6287,15844
10,TMS13F1461P0002,15,UYIK1901CS,14131,12305,1.3,5,6287,18250
10,TMS13F2061P0005,16,UYIK1901CS,14131,9470,1.3,3,6287,17604
10,TMS13F2207P0001,17,UYIK1901CS,23236,14417,2.5,5,7965,12938
10,TMS14F1001P0004,18,UYIK1901CS,16500,12462,1.4,3,5658,17042
10,TMS14F1013P0007,19,UYIK1901CS,13169,13963,1.1,3,4801,20740
10,TMS14F1014P0016,20,UYIK1901CS,14131,7933,1.3,2,6287,18635
10,TMS14F1014P0017,21,UYIK1901CS,14131,12565,1.3,2,6287,22208
10,TMS14F1016P0006,22,UYIK1901CS,16500,12251,1.4,13,5658,13167
10,TMS14F1019P0015,23,UYIK1901CS,13169,9023,1.1,3,4801,12615
10,TMS14F1022P0003,24,UYIK1901CS,13169,18079,1.1,2,4801,15490
10,TMS14F1022P0006,25,UYIK1901CS,13169,12260,1.1,8,4801,15344
10,TMS14F1035P0004,26,UYIK1901CS,16818,15511,1.2,5,4631,9917
10,TMS14F1035P0007,27,UYIK1901CS,16500,14823,1.4,5,5658,14417
10,TMS14F1036P0007,28,UYIK1901CS,23236,21210,2.5,5,7965,21156
10,TMS14F1049P0001,29,UYIK1901CS,13169,11236,1.1,6,4801,17844
10,TMS14F1098P0013,30,UYIK1901CS,13169,8262,1.1,4,4801,13615
10,TMS14F1120P0003,31,UYIK1901CS,10892,5172,1.1,4,7261,24344
10,TMS14F1125P0010,32,UYIK1901CS,14131,14392,1.3,3,6287,14729
10,TMS14F1131P0001,33,UYIK1901CS,10442,18655,0.8,3,4903,16333
10,TMS14F1146P0002,34,UYIK1901CS,20447,11128,1.3,NA,6339,13802
10,TMS14F1159P0003,35,UYIK1901CS,16314,15063,1.4,3,5570,15719
10,TMS14F1194P0002,36,UYIK1901CS,20279,10931,1.3,NA,6306,14042
10,TMS14F1195P0004,37,UYIK1901CS,9701,14100,0.8,2,3826,41198
10,TMS14F1195P0005,38,UYIK1901CS,13096,12718,1.1,4,5441,18000
10,TMS14F1196P0003,39,UYIK1901CS,9701,14175,0.8,2,3826,16167
10,TMS14F1208P0007,40,UYIK1901CS,9701,15382,0.8,6,3826,12469
10,TMS14F1223P0007,41,UYIK1901CS,9701,13558,0.8,3,3826,12583
10,TMS14F1224P0004,42,UYIK1901CS,9701,11915,0.8,2,3826,9302
10,TMS14F1262P0002,43,UYIK1901CS,9701,14505,0.8,4,3826,15688
10,TMS14F1278P0003,44,UYIK1901CS,9701,13983,0.8,2,3826,14802
10,TMS14F1285P0006,45,UYIK1901CS,16314,17355,1.4,2,5570,16323
10,TMS14F1285P0017,46,UYIK1901CS,19585,19085,1.3,NA,6191,11542
10,TMS14F1287P0008,47,UYIK1901CS,17923,16497,1.8,7,7250,15594
10,TMS14F1288P0008,48,UYIK1901CS,14400,6484,0.8,1,6688,5729
10,TMS14F1291P0003,49,UYIK1901CS,20447,16887,1.3,NA,6339,11458
10,TMS14F1291P0011,50,UYIK1901CS,19779,14628,1.3,NA,6220,10281
10,TMS14F1291P0012,51,UYIK1901CS,8555,13887,0.7,6,4559,13625
10,TMS14F1292P0012,52,UYIK1901CS,18144,9926,1.6,3,6314,19198
10,TMS14F1295P0012,53,UYIK1901CS,10991,14246,0.9,1,4855,13385
10,TMS14F1297P0019,54,UYIK1901CS,14143,14079,1.3,4,6266,20021
10,TMS14F1299P0007,55,UYIK1901CS,14143,14422,1.3,4,6266,18469
10,TMS14F1300P0002,56,UYIK1901CS,20046,13643,1.3,NA,6274,17260
10,TMS14F1300P0008,57,UYIK1901CS,8,10248,0.7,4,13827,17229
10,TMS14F1301P0004,58,UYIK1901CS,20670,17278,1.3,NA,6374,20552
10,TMS14F1301P0013,59,UYIK1901CS,16870,15587,1.4,8,5479,11677
10,TMS14F1303P0012,60,UYIK1901CS,13871,12946,0.9,8,4643,19104
10,TMS14F1306P0008,61,UYIK1901CS,11933,12388,0.9,7,4954,10771
10,TMS14F1306P0015,62,UYIK1901CS,21794,16268,2.1,3,7303,16604
10,TMS14F1306P0020,63,UYIK1901CS,12761,19672,0.9,3,5330,16750
10,TMS14F1310P0004,64,UYIK1901CS,11933,12884,0.9,5,4954,19073
10,TMS14F1310P0015,65,UYIK1901CS,20976,17480,1.3,NA,6423,14458
10,TMS14F1311P0002,66,UYIK1901CS,11933,12030,0.9,5,4954,15094
10,TMS14F1312P0003,67,UYIK1901CS,18680,10312,1.3,4,6047,19125
11,IITA-TMS-IBA000070,1,UYKA1801CS,7634,4143,2.4,5,6146,5955
11,IITA-TMS-IBA30572,2,UYKA1801CS,4222,2872,1.1,3,3661,5174
11,IITA-TMS-IBA980581,3,UYKA1801CS,4610,5439,1.3,4,4751,8455
11,IITA-TMS-IBA982101,4,UYKA1801CS,2861,5262,1.1,3,6036,7396
11,TMEB419,5,UYKA1801CS,6704,5941,1.9,3,5661,7500
11,TMS13F1021P0008,6,UYKA1801CS,2881,4001,1.2,4,5450,9340
11,TMS13F1049P0001,7,UYKA1801CS,2736,5168,1,1,4957,7569
11,TMS13F1114P0001,8,UYKA1801CS,4074,8072,1.2,4,5023,9062
11,TMS13F1126P0003,9,UYKA1801CS,4222,4252,1.1,3,3661,5990
11,TMS13F1182P0002,10,UYKA1801CS,3309,5537,1.4,5,6358,10903
11,TMS13F1304P0003,11,UYKA1801CS,5467,6304,1.4,2,4370,5069
11,TMS13F1315P0008,12,UYKA1801CS,4222,2752,1.1,2,3661,6181
11,TMS13F1376P0018,13,UYKA1801CS,7933,5836,1.8,0,8102,4549
11,TMS13F1400P0001,14,UYKA1801CS,4074,5135,1.2,4,5023,8958
11,TMS13F1461P0002,15,UYKA1801CS,4074,6651,1.2,5,5023,8160
11,TMS13F2061P0005,16,UYKA1801CS,4074,8758,1.2,3,5023,7986
11,TMS13F2207P0001,17,UYKA1801CS,7634,5552,2.4,5,6146,8854
11,TMS14F1001P0004,18,UYKA1801CS,5467,5007,1.4,3,4370,9792
11,TMS14F1013P0007,19,UYKA1801CS,4222,4608,1.1,3,3661,7326
11,TMS14F1014P0016,20,UYKA1801CS,4074,5678,1.2,2,5023,6285
11,TMS14F1014P0017,21,UYKA1801CS,4074,5472,1.2,2,5023,8472
11,TMS14F1016P0006,22,UYKA1801CS,5467,6234,1.4,13,4370,7188
11,TMS14F1019P0015,23,UYKA1801CS,4222,3756,1.1,3,3661,6111
11,TMS14F1022P0003,24,UYKA1801CS,4222,2854,1.1,2,3661,5139
11,TMS14F1022P0006,25,UYKA1801CS,4222,3094,1.1,8,3661,3927
11,TMS14F1035P0004,26,UYKA1801CS,5260,5175,1.2,5,3258,4944
11,TMS14F1035P0007,27,UYKA1801CS,5467,6730,1.4,5,4370,5868
11,TMS14F1036P0007,28,UYKA1801CS,7634,5049,2.4,5,6146,7861
11,TMS14F1049P0001,29,UYKA1801CS,4222,5224,1.1,6,3661,6597
11,TMS14F1098P0013,30,UYKA1801CS,4222,2532,1.1,4,3661,5660
11,TMS14F1120P0003,31,UYKA1801CS,1477,2714,1.1,4,5832,5278
11,TMS14F1125P0010,32,UYKA1801CS,4074,4116,1.2,3,5023,4725
11,TMS14F1131P0001,33,UYKA1801CS,2940,2060,0.8,3,3917,4444
11,TMS14F1146P0002,34,UYKA1801CS,5576,2939,1.3,0,4638,4236
11,TMS14F1159P0003,35,UYKA1801CS,5173,6629,1.3,3,4239,7014
11,TMS14F1194P0002,36,UYKA1801CS,5546,4594,1.3,0,4627,3924
11,TMS14F1195P0004,37,UYKA1801CS,3203,2060,0.8,2,2918,5000
11,TMS14F1195P0005,38,UYKA1801CS,3678,7352,1.1,4,4278,9271
11,TMS14F1196P0003,39,UYKA1801CS,3203,5490,0.8,2,2918,6910
11,TMS14F1208P0007,40,UYKA1801CS,3203,4041,0.8,6,2918,6181
11,TMS14F1223P0007,41,UYKA1801CS,3203,5304,0.8,3,2918,5972
11,TMS14F1224P0004,42,UYKA1801CS,3203,3720,0.8,2,2918,8125
11,TMS14F1262P0002,43,UYKA1801CS,3203,7062,0.8,4,2918,9375
11,TMS14F1278P0003,44,UYKA1801CS,3203,4301,0.8,2,2918,5417
11,TMS14F1285P0006,45,UYKA1801CS,5173,4136,1.3,2,4239,5069
11,TMS14F1285P0017,46,UYKA1801CS,5391,3500,1.3,0,4558,4375
11,TMS14F1287P0008,47,UYKA1801CS,5179,4424,1.7,7,5547,5035
11,TMS14F1288P0008,48,UYKA1801CS,2377,6681,0.7,1,4945,3958
11,TMS14F1291P0003,49,UYKA1801CS,5576,4527,1.3,0,4638,5486
11,TMS14F1291P0011,50,UYKA1801CS,5425,3821,1.3,0,4572,5243
11,TMS14F1291P0012,51,UYKA1801CS,1882,3299,0.7,6,3574,4618
11,TMS14F1292P0012,52,UYKA1801CS,5845,5513,1.6,3,4880,8125
11,TMS14F1295P0012,53,UYKA1801CS,3188,3580,0.9,1,3840,10694
11,TMS14F1297P0019,54,UYKA1801CS,3849,4270,1.3,4,4997,6875
11,TMS14F1299P0007,55,UYKA1801CS,3849,4777,1.3,4,4997,8507
11,TMS14F1300P0002,56,UYKA1801CS,5508,3396,1.3,0,4610,6111
11,TMS14F1300P0008,57,UYKA1801CS,0,4047,0.5,4,3386,8229
11,TMS14F1301P0004,58,UYKA1801CS,5659,4877,1.3,0,4676,7743
11,TMS14F1301P0013,59,UYKA1801CS,5665,3713,1.4,8,4123,6493
