plant_name,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,plant_number,FieldNotes,Picture,"stem number counting			|CO_334:0000129","branching level counting			|CO_334:0000079","number of forks on branching level 1 counting			|CO_334:0000522","number of forks on branching level 2 counting			|CO_334:0000523","number of forks on branching level 3 counting			|CO_334:0000524","number of forks on branching level 4 counting			|CO_334:0000524-Copy-(0)",Plant height at first branching  Level,Plant height at second branching  Level,Plant height at third branching  Level,Plant height at fourth branching  Level,"plant height with leaf in cm			|CO_334:0000123","number of nodes at branching level 1 counting			|CO_334:0000352","number of nodes at branching level 2 counting			|CO_334:0000363","number of nodes at branching level 3 counting			|CO_334:0000368","number of nodes at branching level 4 counting			|CO_334:0000383","days to first forking event visual observation			|CO_334:0000467","days to second forking event visual observation			|CO_334:0000468","days to senescence on the first branch visual observation			|CO_334:0000518","days to third forking event visual observation			|CO_334:0000469","leaf life span in days			|CO_334:0000049",Leaf Lobe Counting,"leaf_1 lobe length measurement in cm			|CO_334:0000164","leaf_1 lobe Width measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe length measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe Width measurement in cm			|CO_334:0000164-Copy-(1)","leaf_3 lobe length measurement in cm - Leaf 1		|CO_334:0000164-Copy-(1)","leaf_3 lobe width measurement in cm			|CO_334:0000165",notes,"stem diameter measurement in cm|month 5			|COMP:0000129",Section_1 from branching_1-2_diameter,section from Branching_2-3_diameter,section from Branching_3-4_diameter
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114,TMS14F1049P0001,114,2,,1,2,5,2,,,7,1,3,0,0,,120,,,,180,8,0,0,0,,,,,,7,13,5,14.5,4,15.5,5,,12.48,6.54,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114,TMS14F1049P0001,114,2,,1,2,5,3,,,3,2,3,3,0,,90,190,,,215,23,4,0,0,,,,,,7,16.5,4.5,17,5.7,18,5.5,,23.96,15.29,6.69,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114,TMS14F1049P0001,114,2,,1,2,5,4,,,5,1,4,0,0,,105,,,,195,19,0,0,0,,,,,,7,14.5,4.7,14.5,4.7,12,4.3,,18.99,12.73,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1049P0001_114,TMS14F1049P0001,114,2,,1,2,5,5,,,2,2,3,3,0,,100,185,,,205,22,3,0,0,,,,,,7,14.5,4.6,14.3,5,14.5,4.8,,23.93,14.05,6.57,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115,TMS14F1022P0006,115,2,,1,2,4,1,,,4,0,0,0,0,,0,,,,170,0,0,0,0,,,,,,9,14,5.3,13.5,4.5,13,4.5,,14.45,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115,TMS14F1022P0006,115,2,,1,2,4,2,,,4,1,3,0,0,,120,,,,175,13,0,0,0,,,,,,9,15,5,13,5,14,5.4,,17.47,10.75,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115,TMS14F1022P0006,115,2,,1,2,4,3,,,3,2,3,4,0,,95,200,,,220,26,5,0,0,,,,,,9,14.5,4.5,16,5.7,18,6,,23.7,14.43,8.37,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115,TMS14F1022P0006,115,2,,1,2,4,4,,,3,1,3,0,0,,155,,,0,170,3,0,0,0,,,,,,9,13,4,12.5,4.5,13,4.7,,17.46,6.26,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1022P0006_115,TMS14F1022P0006,115,2,,1,2,4,5,,,1,2,3,3,0,,90,180,,,195,27,3,0,0,,,,,,9,15,5,15,5.8,13,5.2,,23.5,16.08,4.31,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116,TMS14F1262P0002,116,2,,1,2,3,1,,,3,2,3,2,0,0,60,130,140,,140,26,6,0,0,,,,,,9,14,4,15,4,14.5,4,,24.41,16.09,7.12,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116,TMS14F1262P0002,116,2,,1,2,3,2,,,2,1,3,0,0,0,90,135,0,0,150,12,0,0,0,,,,,,7,14.5,4.3,13.7,4.4,15,4.6,,18.24,1.58,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116,TMS14F1262P0002,116,2,,1,2,3,3,,,3,2,3,2,0,0,60,110,140,0,135,23,3,0,0,,,,,,7,12.5,3.4,13,3.5,14.5,3,,22.08,17.71,8.74,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116,TMS14F1262P0002,116,2,,1,2,3,4,,,2,2,3,3,0,0,50,110,140,0,145,26,10,0,0,,,,,,7,13,3,18.5,3.5,13.5,3.2,,25.06,16.17,8.91,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1262P0002_116,TMS14F1262P0002,116,2,,1,2,3,5,,,3,1,3,0,0,0,105,130,0,0,155,7,0,0,0,,,,,,9,13,3.1,12,3.4,15,4.3,,18.86,10.37,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117,TMS14F1297P0019,117,2,,1,2,2,1,,,3,1,2,0,0,0,98,105,0,0,110,2,0,0,0,,,,,,7,11,2.9,11,3.5,12.5,3.3,,13.48,5.08,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117,TMS14F1297P0019,117,2,,1,2,2,2,,,3,1,2,0,0,0,80,130,0,0,140,20,0,0,0,,,,,,9,14,4.5,13,3.6,13,4,,13.41,10.58,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117,TMS14F1297P0019,117,2,,1,2,2,3,,,3,0,0,0,0,0,0,0,0,0,105,0,0,0,0,,,,,,7,11.5,2.9,13,3.8,13,4,,13.86,0,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117,TMS14F1297P0019,117,2,,1,2,2,4,,,2,0,0,0,0,0,0,0,0,0,130,0,0,0,0,,,,,,7,12,3.8,12.5,4.6,13,4.1,,16.61,0,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1297P0019_117,TMS14F1297P0019,117,2,,1,2,2,5,,,2,1,2,0,0,0,113,128,0,0,145,6,0,0,0,,,,,,7,14,4.5,16,4.2,10.5,3,,17.37,8.2,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118,TMS14F1131P0001,118,2,,1,2,1,1,,,2,2,3,2,0,0,65,137,145,0,150,19,2,0,0,,,,,,7,12.5,4,11,4,13.5,4,,19.01,12.55,4.43,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118,TMS14F1131P0001,118,2,,1,2,1,2,,,1,2,3,2,0,0,60,128,140,0,150,19,1,0,0,,,,,,7,13.7,4.2,12,4.1,11,3.5,,22.56,11.11,4.2,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118,TMS14F1131P0001,118,2,,1,2,1,3,,,1,2,3,2,0,0,55,125,135,0,155,19,5,0,0,,,,,,7,14.5,4.2,10,5.1,11,5,,24.66,13.71,4.34,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118,TMS14F1131P0001,118,2,,1,2,1,4,,,1,2,3,2,0,0,65,150,165,0,165,21,1,0,0,,,,,,7,13,4.5,12,3.3,13,4.2,,20.76,14.26,3.07,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1131P0001_118,TMS14F1131P0001,118,2,,1,2,1,5,,,1,2,2,3,0,0,72,140,155,0,165,22,3,0,0,,,,,,7,15,5,14.5,4,14,4.5,,21.76,14.55,5.45,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,3,1,1,,,2,1,2,0,0,0,65,100,0,0,110,20,0,0,0,,,,,,7,13.5,4,12.5,3,11,2.9,,15.58,8.94,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,3,1,2,,,2,1,3,0,0,0,75,125,0,0,130,26,0,0,0,,,,,,7,13,3,12,2.5,11,2.5,,21.09,11.6,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,3,1,3,,,1,1,3,0,0,0,80,130,,,145,30,0,0,0,,,,,,7,14.5,3,16,5.2,15,5.5,,22.26,13.98,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,3,1,4,,,3,1,2,0,0,0,65,100,0,0,110,18,0,0,0,,,,,,7,11,2.5,12,3.5,12,3.2,,15.25,8.91,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,3,1,5,,,1,1,2,0,0,0,85,130,0,0,140,28,0,0,0,,,,,,7,14,4,15,4.5,16,4.5,,20.91,13.25,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,3,2,1,,,2,1,3,0,0,0,105,135,0,0,155,13,0,0,0,,,,,,9,13.5,4,12,5,11,4.2,,20.4,11.69,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,3,2,2,,,2,1,2,0,0,0,90,140,0,0,165,20,0,0,0,,,,,,9,14,4,16,5.5,17,5.1,,20.98,15.45,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,3,2,3,,,1,0,0,0,0,0,0,0,0,0,140,0,0,0,0,,,,,,9,14.5,5,12,4.2,13,4,,15.54,0,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,3,2,4,,,2,1,2,0,0,0,70,145,0,0,165,25,0,0,0,,,,,,9,13,5,12,4.1,11,3.5,,21.35,14.47,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,3,2,5,,,3,2,3,2,0,0,80,150,165,0,180,22,1,0,0,,,,,,9,13,5,14,5,13.5,5.4,,23.51,15.86,6.52,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,3,3,1,,,2,2,3,4,0,0,75,115,0,0,195,25,0,0,0,,,,,,7,12,3.5,12,4,14,4,,26.56,18.08,5.45,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,3,3,2,,,3,1,3,0,0,0,105,140,0,0,155,9,0,0,0,,,,,,7,14,3.5,11,3.2,11,2.5,,14.85,10.94,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,3,3,3,,,2,2,3,2,0,0,90,165,0,0,180,19,0,0,0,,,,,,7,15,3.5,13.5,3,13,3.2,,25.41,13.4,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,3,3,4,,,1,1,2,3,3,0,95,160,180,0,185,22,3,0,0,,,,,,7,16,5.5,15,4.5,15,4,,25.87,18.52,8.52,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,3,3,5,,,1,1,4,0,0,0,100,140,0,0,155,13,0,0,0,,,,,,7,12,3.8,11,4.5,12.5,4.5,,20.18,12.05,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,1,,,6,2,3,3,0,0,70,155,190,0,200,23,7,0,0,,,,,,7,15.5,4,14,3.5,14.5,3.2,,21,14.43,7.52,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,2,,,5,2,2,2,0,0,80,155,185,0,200,18,7,0,0,,,,,,7,15.5,3,14.5,4,13,3.8,,18.71,13.23,7.28,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,3,,,4,2,2,3,0,0,85,165,185,0,205,23,2,0,0,,,,,,7,15,4,15.5,4.2,16,5.5,,19.79,16.18,6.76,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,4,,,4,2,3,3,0,0,70,170,195,0,205,18,4,0,0,,,,,,7,14,3.9,13.5,3.9,14,3.5,,18.9,13.09,5.57,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,5,,,3,2,3,3,0,0,75,170,185,0,195,17,2,0,0,,,,,,7,14,4,14.5,3.5,11,3,,21.63,12.35,5.47,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,1,,,2,1,3,0,0,0,140,170,0,0,190,9,0,0,0,,,,,,7,18,6,18,5,17.5,4.5,,21.99,11.35,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,2,,,2,1,3,0,0,0,140,175,0,0,180,10,0,0,0,,,,,,7,19,4.5,16,3.9,17,4.8,,21.64,10.97,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,3,,,2,1,2,0,0,0,150,165,0,0,160,2,0,0,0,,,,,,7,15,3.5,14,4,15,4.3,,19.87,7.74,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,4,,,1,3,2,3,3,0,10,95,160,200,200,18,20,8,0,,,,,,9,14.5,6,18,6.5,17,6,,27.18,16.67,17.39,10.96
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,5,,,3,0,0,0,0,0,0,0,0,0,210,0,0,0,0,,,,,,7,18,5.5,19,6,18,5,,21.18,0,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,1,,,3,2,2,2,0,0,75,115,140,0,180,23,6,0,0,,,,,,7,15.5,4,15,4.5,15.5,4,,20.29,12.9,7.72,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,2,,,3,2,2,2,0,0,85,162,177,0,195,21,3,0,0,,,,,,7,16.5,5,16,4.5,16,5,,19.15,12.33,7.11,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,3,,,3,2,2,3,0,0,90,165,190,0,205,27,3,0,0,,,,,,7,13,3.5,14,3.5,14,4,,20.34,12.19,5.87,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,4,,,3,1,2,0,0,0,115,165,0,0,185,13,0,0,0,,,,,,7,13,3.8,15,4.5,14,4.7,,17.59,10.36,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,5,,,2,1,2,0,0,0,80,155,0,0,180,22,0,0,0,,,,,,7,14.5,4,14,4,13.5,4,,19.45,11.83,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,1,,,3,1,2,0,0,0,110,160,0,0,185,17,0,0,0,,,,,,7,13.5,4.5,12.5,4,13,3.5,,19.01,8.81,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,2,,,3,2,2,2,0,0,90,165,0,0,185,3,0,0,0,,,,,,7,15.5,4,13,4,13.5,4,,22.23,14.91,8.91,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,3,,,3,1,2,0,0,0,118,148,0,0,160,8,0,0,0,,,,,,7,15,4.2,14,5,13,4.3,,12.51,7.7,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,4,,,4,1,2,0,0,0,115,160,0,0,185,16,0,0,0,,,,,,7,14.5,4,15.5,5,17,5.5,,17.77,11.89,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,5,,,4,1,2,0,0,0,130,160,0,0,175,7,0,0,0,,,,,,7,15,4.4,13,4.3,14.5,4.6,,16.18,7.88,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,1,,,6,2,2,2,0,0,70,140,150,0,160,13,2,0,0,,,,,,6,11.5,4.3,11,4,10,3.5,,9.77,5.95,3.34,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,2,,,2,2,3,3,0,0,50,120,155,0,170,18,13,0,0,,,,,,6,13.5,5,12,4.5,13,4.5,,21.54,15.37,7.71,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,3,,,2,2,3,3,0,0,60,120,155,0,185,13,12,0,0,,,,,,7,12.5,4.5,12.45,4.3,10,4,,22.91,14.41,6.84,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,4,,,3,2,2,3,0,0,50,115,170,0,170,16,11,0,0,,,,,,7,12.5,4,11.5,4,11,4,,16.62,14.59,7.45,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,5,,,2,1,2,0,0,0,85,130,0,0,150,10,0,0,0,,,,,,7,14.5,5,13,4.5,13,5,,14.2,7.49,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,1,,,1,2,3,3,0,0,65,130,165,0,190,23,9,0,0,,,,,,7,13,3.5,14,4.5,15,4.3,,22.14,14.6,8.12,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,2,,,2,2,2,2,0,0,50,115,135,0,150,18,3,0,0,,,,,,7,15,4,13.5,3,13,3.3,,15.58,10.47,6.46,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,3,,,3,2,2,2,0,0,55,105,125,0,140,18,2,0,0,,,,,,7,11.5,3,11,3.5,12,3.4,,15.14,10.83,6.08,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,4,,,5,2,3,3,0,0,60,115,145,0,155,20,9,0,0,,,,,,7,16,4.5,14,3.5,15,3.9,,22.14,15.57,9.1,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,5,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,1,,,1,1,3,0,0,0,85,145,0,0,165,23,0,0,0,,,,,,7,19,5.5,17,5.3,17.3,5.4,,23.41,13.3,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,2,,,1,2,3,2,0,0,90,160,0,0,175,27,0,0,0,,,,,,9,17,5.5,17,4.8,18,5.5,,22.2,12.84,15.94,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,3,,,3,0,0,0,0,0,0,0,0,0,140,0,0,0,0,,,,,,7,15,4.5,16,4,14.5,4,,16.28,0,0,0
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,4,,,3,0,0,0,0,0,0,0,0,0,165,0,0,0,0,,,,,,7,17,5,16.5,5.3,17.5,5,,18.92,0,8,8
