plant_name,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,plant_number,branching level counting after 21 days|CO_334:0000079,number of nodes after Last branching Level,New nodes Counting after Tag,number of forks at new branching level if existing,New Branching Height if existing,plant height with leaf after 21 days in cm|CO_334:0000123,stem diameter measurement after 21 days,Branching_1-2_diameter after 21 days,Branching_2-3_diameter after 21 days,Branching_3-4_diameter after 21 days
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1114P0001_122,TMS13F1114P0001,122,2,,1,3,4,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,3,5,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1036P0007_124,TMS14F1036P0007,124,2,,1,3,6,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1312P0003_125,TMS14F1312P0003,125,3,,1,3,7,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0004_126,TMS14F1035P0004,126,3,,1,3,8,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1120P0003_127,TMS14F1120P0003,127,3,,1,3,9,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0015_128,TMS14F1306P0015,128,3,,1,4,9,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129,TMS14F1306P0020,129,3,,1,4,8,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129,TMS14F1306P0020,129,3,,1,4,8,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129,TMS14F1306P0020,129,3,,1,4,8,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129,TMS14F1306P0020,129,3,,1,4,8,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1306P0020_129,TMS14F1306P0020,129,3,,1,4,8,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130,TMS13F1021P0008,130,3,,1,4,7,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130,TMS13F1021P0008,130,3,,1,4,7,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130,TMS13F1021P0008,130,3,,1,4,7,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130,TMS13F1021P0008,130,3,,1,4,7,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1021P0008_130,TMS13F1021P0008,130,3,,1,4,7,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131,TMS13F1182P0002,131,3,,1,4,6,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131,TMS13F1182P0002,131,3,,1,4,6,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131,TMS13F1182P0002,131,3,,1,4,6,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131,TMS13F1182P0002,131,3,,1,4,6,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS13F1182P0002_131,TMS13F1182P0002,131,3,,1,4,6,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132,TMS14F1035P0007,132,3,,1,4,5,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132,TMS14F1035P0007,132,3,,1,4,5,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132,TMS14F1035P0007,132,3,,1,4,5,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132,TMS14F1035P0007,132,3,,1,4,5,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1035P0007_132,TMS14F1035P0007,132,3,,1,4,5,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133,TMS14F1310P0004,133,3,,1,4,4,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133,TMS14F1310P0004,133,3,,1,4,4,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133,TMS14F1310P0004,133,3,,1,4,4,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133,TMS14F1310P0004,133,3,,1,4,4,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1310P0004_133,TMS14F1310P0004,133,3,,1,4,4,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134,TMS14F1291P0011,134,3,,1,4,3,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134,TMS14F1291P0011,134,3,,1,4,3,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134,TMS14F1291P0011,134,3,,1,4,3,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134,TMS14F1291P0011,134,3,,1,4,3,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1291P0011_134,TMS14F1291P0011,134,3,,1,4,3,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135,TMS14F1311P0002,135,3,,1,4,2,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135,TMS14F1311P0002,135,3,,1,4,2,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135,TMS14F1311P0002,135,3,,1,4,2,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135,TMS14F1311P0002,135,3,,1,4,2,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1311P0002_135,TMS14F1311P0002,135,3,,1,4,2,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136,TMS14F1208P0007,136,3,,1,4,1,1,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136,TMS14F1208P0007,136,3,,1,4,1,2,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136,TMS14F1208P0007,136,3,,1,4,1,3,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136,TMS14F1208P0007,136,3,,1,4,1,4,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep1-TMS14F1208P0007_136,TMS14F1208P0007,136,3,,1,4,1,5,,,,,,,,,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201,TMS14F1224P0004,201,4,,2,5,1,1,4,4,5,3,10,180,25.34,17.95,10.81,4.85
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201,TMS14F1224P0004,201,4,,2,5,1,2,3,2,4,0,10,175,24.01,18.04,8.89,3.51
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201,TMS14F1224P0004,201,4,,2,5,1,3,3,13,0,3,10,160,23.4,16.01,8.25,2.23
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201,TMS14F1224P0004,201,4,,2,5,1,4,3,13,0,2,20,170,23.44,16.74,9.62,2.99
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1224P0004_201,TMS14F1224P0004,201,4,,2,5,1,5,3,4,4,0,15,175,25.98,15.5,8.52,3.42
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202,TMS13F1114P0001,202,4,,2,5,2,1,2,15,8,2,15,140,15.47,7.41,3.99,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202,TMS13F1114P0001,202,4,,2,5,2,2,2,2,7,0,15,145,19.07,11.22,5.51,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202,TMS13F1114P0001,202,4,,2,5,2,3,2,2,8,0,20,150,19.19,12.55,5.25,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202,TMS13F1114P0001,202,4,,2,5,2,4,2,3,9,0,20,145,16.9,10.42,6.15,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS13F1114P0001_202,TMS13F1114P0001,202,4,,2,5,2,5,2,4,9,0,35,155,19.22,12.19,5.81,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203,TMS14F1035P0004,203,4,,2,5,3,1,3,11,0,3,15,180,19.01,12.27,9.35,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203,TMS14F1035P0004,203,4,,2,5,3,2,3,11,0,2,25,195,23.59,15.56,9.39,4.14
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203,TMS14F1035P0004,203,4,,2,5,3,3,3,7,3,2,20,185,23.72,14.3,5.99,2.7
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203,TMS14F1035P0004,203,4,,2,5,3,4,3,2,6,0,10,195,22.59,15.79,8.73,4.31
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1035P0004_203,TMS14F1035P0004,203,4,,2,5,3,5,2,3,7,0,20,205,19.03,10.57,7.72,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204,TMS14F1194P0002,204,4,,2,5,4,1,1,9,11,0,20,215,22.02,10.17,11.57,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204,TMS14F1194P0002,204,4,,2,5,4,2,1,14,11,0,25,205,22.92,11.88,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204,TMS14F1194P0002,204,4,,2,5,4,3,1,2,12,0,30,215,18.85,10.9,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204,TMS14F1194P0002,204,4,,2,5,4,4,1,15,8,0,45,240,22.84,13.34,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1194P0002_204,TMS14F1194P0002,204,4,,2,5,4,5,1,24,14,0,25,220,25.13,18.4,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205,TMS14F1036P0007,205,4,,2,5,5,1,3,11,10,2,40,255,27.83,18.58,12.77,2.07
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205,TMS14F1036P0007,205,4,,2,5,5,2,1,8,12,0,45,260,19.19,13.07,,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205,TMS14F1036P0007,205,4,,2,5,5,3,3,7,10,2,35,255,25.25,17.1,15.31,2.06
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205,TMS14F1036P0007,205,4,,2,5,5,4,3,14,6,2,40,265,29.86,20.93,13.77,7.54
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1036P0007_205,TMS14F1036P0007,205,4,,2,5,5,5,2,6,12,0,50,250,25.42,15.11,9.57,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206,TMS14F1208P0007,206,4,,2,5,6,1,3,10,0,2,15,225,22.53,15.62,7.39,4.6
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206,TMS14F1208P0007,206,4,,2,5,6,2,3,1,5,0,25,220,27.44,15.21,8.75,5.68
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206,TMS14F1208P0007,206,4,,2,5,6,3,3,10,0,2,25,220,25.72,12.34,18.13,3.6
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206,TMS14F1208P0007,206,4,,2,5,6,4,3,6,5,2,35,220,21.44,14.82,7.47,2.63
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1208P0007_206,TMS14F1208P0007,206,4,,2,5,6,5,3,7,3,2,25,220,21.95,11.86,7.63,3.84
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207,TMS14F1022P0006,207,4,,2,5,7,1,2,2,8,0,15,190,21.8,11.47,6.26,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207,TMS14F1022P0006,207,4,,2,5,7,2,2,10,6,3,30,175,18.83,9.6,4.76,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207,TMS14F1022P0006,207,4,,2,5,7,3,2,12,12,2,20,165,18.7,9.31,3.72,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207_plant_4,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207,TMS14F1022P0006,207,4,,2,5,7,4,2,12,0,2,20,165,15.09,6.64,5.26,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207_plant_5,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1022P0006_207,TMS14F1022P0006,207,4,,2,5,7,5,2,3,6,0,20,180,21.84,12.09,6.14,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208_plant_1,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208,TMS14F1001P0004,208,4,,2,5,8,1,2,3,8,0,25,175,19.59,13.83,8.8,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208_plant_2,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208,TMS14F1001P0004,208,4,,2,5,8,2,2,2,7,0,30,170,23.01,10.75,8.09,
2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208_plant_3,2022-21.GS.C2.UYT.36.setA.IB-rep2-TMS14F1001P0004_208,TMS14F1001P0004,208,4,,2,5,8,3,3,7,4,2,25,175,20.31,12.36,6.6,
