plant_name,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,plant_number,FieldNotes,Picture,"stem number counting			|CO_334:0000129","branching level counting			|CO_334:0000079","number of forks on branching level 1 counting			|CO_334:0000522","number of forks on branching level 2 counting			|CO_334:0000523","number of forks on branching level 3 counting			|CO_334:0000524","number of forks on branching level 4 counting			|CO_334:0000524-Copy-(0)",Plant height at first branching  Level,Plant height at second branching  Level,Plant height at third branching  Level,Plant height at fourth branching  Level,"plant height with leaf in cm			|CO_334:0000123","number of nodes at branching level 1 counting			|CO_334:0000352","number of nodes at branching level 2 counting			|CO_334:0000363","number of nodes at branching level 3 counting			|CO_334:0000368","number of nodes at branching level 4 counting			|CO_334:0000383","days to first forking event visual observation			|CO_334:0000467","days to second forking event visual observation			|CO_334:0000468","days to senescence on the first branch visual observation			|CO_334:0000518","days to third forking event visual observation			|CO_334:0000469","leaf life span in days			|CO_334:0000049",Leaf Lobe Counting,"leaf_1 lobe length measurement in cm			|CO_334:0000164","leaf_1 lobe Width measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe length measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe Width measurement in cm			|CO_334:0000164-Copy-(1)","leaf_3 lobe length measurement in cm - Leaf 1		|CO_334:0000164-Copy-(1)","leaf_3 lobe width measurement in cm			|CO_334:0000165",notes,"stem diameter measurement in cm|month 5			|COMP:0000129",Section_1 from branching_1-2_diameter,section from Branching_2-3_diameter,section from Branching_3-4_diameter
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115,TMS14F1310P0015,115,2,,1,5,3,5,,,4,NA,,,,,,,,,135,,,,,,,,,,9,15,3.5,16,4,14.5,4.3,,17.44,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116,TMS14F1014P0017,116,2,,1,6,3,1,,,2,1,2,,,,102,,,,175,17,,,,,,,,,9,17,5.5,13.5,3,14,4,,18.62,9.87,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116,TMS14F1014P0017,116,2,,1,6,3,2,,,3,1,2,,,,100,,,,125,2,,,,,,,,,9,14,4,12,3.5,12.5,4,,14.72,7.79,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116,TMS14F1014P0017,116,2,,1,6,3,3,,,1,1,3,,,,95,,,,150,11,,,,,,,,,7,16,4.2,17,4.5,14,4,,17.94,8.17,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116,TMS14F1014P0017,116,2,,1,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0017_116,TMS14F1014P0017,116,2,,1,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117,TMS14F1292P0012,117,2,,1,6,2,1,,,2,1,3,,,,85,,,,140,15,,,,,,,,,7,12.5,4.5,12,3.5,11.5,3,,18.4,6.45,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117,TMS14F1292P0012,117,2,,1,6,2,2,,,1,2,3,3,,,50,140,,,180,24,5,,,,,,,,9,18,6,17.5,5,16,4,,23.76,13.3,6.68,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117,TMS14F1292P0012,117,2,,1,6,2,3,,,1,2,2,4,,,45,125,,,190,20,14,,,,,,,,9,19.5,5.5,13.5,4.5,12.5,4,,23.13,19.3,8.7,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117,TMS14F1292P0012,117,2,,1,6,2,4,,,2,1,3,,,,60,,,,140,16,,,,,,,,,7,12,4,12.5,3.5,12,3,,19.26,7.74,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1292P0012_117,TMS14F1292P0012,117,2,,1,6,2,5,,,1,2,2,4,,,40,120,,,155,22,9,,,,,,,,9,17.5,4.5,17,4.5,17.5,4,,25.35,14.01,3.7,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,2,,1,6,1,1,,,2,2,2,3,,,105,167,,,200,16,6,,,,,,,,7,19.5,6.5,14.5,5.1,13.1,4.8,,21.29,11.53,5.37,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,2,,1,6,1,2,,,2,2,2,2,,,100,160,,,185,17,4,,,,,,,,8,20.5,6.6,14.6,5,9.2,3.6,,20.09,9.92,4.91,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,2,,1,6,1,3,,,1,2,3,2,,,105,173,,,210,19,2,,,,,,,,9,21.9,7.1,16.3,5.4,13.6,5.6,,22.29,13.61,6.22,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,2,,1,6,1,4,,,2,2,2,2,,,112,180,,,190,11,1,,,,,,,,7,17.3,6,16,5.3,13.4,4.5,,19.76,9.8,4.04,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,2,,1,6,1,5,,,3,1,2,,,,115,,,,180,12,,,,,,,,,7,17.1,5.4,16.9,5.2,13.4,4.6,,15.9,8.64,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,7,1,1,,,2,2,3,2,,,74,140,,,160,21,3,,,,,,,,9,15,5.1,14.3,4.5,13.6,4.2,,26.99,12.69,6.5,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,7,1,2,,,1,1,3,,,,80,,,,125,11,,,,,,,,,9,17,5.6,13.5,4.4,11.9,4.3,,21.56,8.7,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,7,1,3,,,1,2,3,2,,,70,130,,,155,27,4,,,,,,,,9,14.6,5.9,13.2,4.6,11.8,3.7,,23.48,12.92,7.71,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,7,1,4,,,2,1,2,,,,132,,,,155,8,,,,,,,,,9,16.4,4.9,15.3,4.8,12.7,4.2,,17.1.,12.75,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,1,1,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,7,2,1,,,1,1,2,,,,72,,,,135,22,,,,,,,,,7,18.9,4.9,15.7,3.9,14.9,3.9,,17.86,8.57,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,7,2,2,,,1,2,3,2,,,75,125,,,140,22,4,,,,,,,,7,16.1,4.6,14.6,3.7,11,2.7,,22.03,10.6,5.17,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,7,2,3,,,1,2,3,2,,,80,134,,,150,23,5,,,,,,,,7,17,4.5,14.9,3.7,13.6,3.9,,24.39,13.01,5.13,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,7,2,4,,,2,1,2,,,,55,,,,105,16,,,,,,,,,7,148,4,10.9,2.5,9.9,2.4,,16.11,8.95,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,1,1,7,2,5,,,2,1,3,,,,60,,,,120,28,,,,,,,,,7,17.3,4.5,15.3,4.9,13.3,3,,19.63,9.95,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,7,3,1,,,1,1,2,,,,65,,,,95,9,,,,,,,,,7,14.9,3.9,13.5,3.5,11.6,3.2,,13.83,6.61,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,7,3,2,,,1,1,4,,,,80,,,,120,14,,,,,,,,,7,16.5,6.5,9,3.6,11.2,3.2,,19.12,7.78,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,7,3,3,,,2,1,3,,,,92,,,,135,12,,,,,,,,,7,15.6,4.9,13.1,3.7,10.8,3.1,,19.55,8.37,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,1,1,7,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,,1,8,3,1,,,1,2,3,3,,,55,125,,,165,22,9,,,,,,,,9,18.4,5,17,4.3,13.2,3.6,,25.06,13.73,5.69,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,,1,8,3,2,,,1,2,2,3,,,50,105,,,140,19,3,,,,,,,,9,15.5,4.5,15.5,4.4,12.5,3.6,,21.79,11.32,3.11,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,,1,8,3,3,,,1,3,2,2,3,,50,105,165,,180,19,13,2,,,,,,,8,17.1,4.7,16.5,4.1,15.2,3.9,,25.07,18.05,8.31,5
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,,1,8,3,4,,,2,2,2,2,,,60,140,,,150,18,1,,,,,,,,7,14.4,4,13.6,3.9,13.1,3.5,,16.4,7.73,4.36,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,,1,8,3,5,,,1,1,2,,,,90,,,,135,10,,,,,,,,,9,13.7,4.2,12.2,3.9,14.5,4.3,,16.54,8.96,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,8,2,1,,,5,0,,,,,,,,,145,,,,,,,,,,7,17.5,4.9,15.8,4.2,14.5,4.2,,14.78,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,8,2,2,,,2,0,,,,,,,,,155,,,,,,,,,,7,20,5.5,16.1,5.4,16.9,4.5,,18.73,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,8,2,3,,,1,0,,,,,,,,,140,,,,,,,,,,7,17.3,5,15.3,4.3,14.6,4,,17.76,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,8,2,4,,,2,0,,,,,,,,,175,,,,,,,,,,7,21,5.6,19,5.4,16.5,4.5,,19.58,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMEB419_123,TMEB419,123,2,1,1,8,2,5,,,3,0,,,,,,,,,175,,,,,,,,,,7,20.5,5.7,19.6,5.2,16.5,4.5,,20.45,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124,TMS14F1291P0012,124,2,,1,8,1,1,,,2,1,2,,,,107,,,,120,3,,,,,,,,,9,15.3,3.8,14.4,3.2,12.5,2.1,,15.52,5.63,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124,TMS14F1291P0012,124,2,,1,8,1,2,,,3,2,2,3,,,30,107,,,160,12,13,,,,,,,,9,19,5.5,17.5,13.9,9.5,2.1,,19.23,15.36,5.73,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124,TMS14F1291P0012,124,2,,1,8,1,3,,,1,1,3,,,,100,,,,135,11,,,,,,,,,9,17.9,4.5,14.2,2.9,12.2,2.1,,19.54,7.97,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124,TMS14F1291P0012,124,2,,1,8,1,4,,,2,2,2,3,,,35,105,,,135,21,10,,,,,,,,9,18.2,4.5,14,3.3,11,2.5,,21.46,12.58,6.81,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0012_124,TMS14F1291P0012,124,2,,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125,TMS14F1196P0003,125,3,,1,9,1,1,,,2,1,3,,,,105,,,,120,3,,,,,,,,,7,19.3,5.4,17,4.9,13.2,3.9,,17.94,6.36,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125,TMS14F1196P0003,125,3,,1,9,1,2,,,2,1,3,,,,100,,,,150,13,,,,,,,,,7,17.7,5.2,13.8,4.5,10.9,3.5,,17.87,7.42,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125,TMS14F1196P0003,125,3,,1,9,1,3,,,4,1,2,,,,105,,,,130,6,,,,,,,,,7,15,4.5,10.3,3.2,9.9,2.9,,15.11,4.99,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125,TMS14F1196P0003,125,3,,1,9,1,4,,,1,,,,,,,,,,95,,,,,,,,,,9,16,5,14,4,13.1,3.1,,14.11,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1196P0003_125,TMS14F1196P0003,125,3,,1,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126,TMS14F1014P0016,126,3,,1,9,2,1,,,1,2,2,3,,,70,137,,,190,20,11,,,,,,,,7,20,5.5,16,4.5,13.5,4,,21.25,13.48,6.7,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126,TMS14F1014P0016,126,3,,1,9,2,2,,,2,2,2,3,,,80,128,,,145,15,1,,,,,,,,7,15.6,4.6,11.11,3.3,11.3,3.4,,14.72,7.03,3.16,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126,TMS14F1014P0016,126,3,,1,9,2,3,,,1,2,2,2,,,73,138,,,155,18,3,,,,,,,,7,15.5,4.6,13.5,3.2,11.7,3.3,,17.78,8.26,3.34,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126,TMS14F1014P0016,126,3,,1,9,2,4,,,2,2,2,2,,,60,115,,,130,16,1,,,,,,,,7,5.3,4.6,11.5,3.2,10.93,3,,13.7,5.87,3.18,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1014P0016_126,TMS14F1014P0016,126,3,,1,9,2,5,,,2,2,2,2,,,75,120,,,135,13,2,,,,,,,,7,14,3.9,10.3,3.1,9,2.7,,13.83,6.41,2.84,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127,TMS14F1098P0013,127,3,,1,9,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127,TMS14F1098P0013,127,3,,1,9,3,2,,,2,4,3,,,,90,,,,145,17,,,,,,,,,8,22.1,2.7,19,3.5,10.3,3.2,,17.02,5.26,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127,TMS14F1098P0013,127,3,,1,9,3,3,,,2,1,3,,,,95,,,,140,13,,,,,,,,,7,22.7,2.2,21.6,2.5,12.6,2.2,,15.89,5.73,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127,TMS14F1098P0013,127,3,,1,9,3,4,,,3,1,2,,,,87,,,,150,18,,,,,,,,,8,24,3,19.9,3.2,14,2.8,,16.48,6.53,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1098P0013_127,TMS14F1098P0013,127,3,,1,9,3,5,,,1,2,3,3,,,78,145,,,165,21,3,,,,,,,,9,21.1,3,24.5,3.5,15.5,3.4,,22.3,10.41,4.52,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128,TMS14F1299P0007,128,3,,1,10,3,1,,,2,0,2,,,,,,,,130,,,,,,,,,,7,16.8,5.5,15,4.6,13,3.7,,16.29,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128,TMS14F1299P0007,128,3,,1,10,3,2,,,2,1,3,,,,110,,,,125,3,,,,,,,,,7,17.8,5,16,5.6,14,4,,15.8,5.17,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128,TMS14F1299P0007,128,3,,1,10,3,3,,,2,0,,,,,,,,,125,,,,,,,,,,7,12.6,5.3,15.5,4.6,14.2,3.9,,15.18,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128,TMS14F1299P0007,128,3,,1,10,3,4,,,1,1,2,,,,80,,,,125,17,,,,,,,,,7,20,6.7,14,4.2,13,4.1,,20.16,9.53,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1299P0007_128,TMS14F1299P0007,128,3,,1,10,3,5,,,3,1,3,,,,120,,,,155,8,,,,,,,,,7,20,6.4,14.3,4.4,12.3,4,,17.21,6.6,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129,TMS14F1306P0008,129,3,,1,10,2,1,,,2,1,2,,,,115,,,,175,13,,,,,,,,,9,19.9,5.9,15.5,4.6,16.5,4.9,,19.76,6.7,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129,TMS14F1306P0008,129,3,,1,10,2,2,,,1,1,2,,,,90,,,,170,20,,,,,,,,,8,15,4.5,15,4.2,17,5.5,,18.64,10.9.,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129,TMS14F1306P0008,129,3,,1,10,2,3,,,2,1,3,,,,98,,,,160,14,,,,,,,,,9,21.5,6.4,16.4,4.5,14.1,4.2,,21.31,9.2,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129,TMS14F1306P0008,129,3,,1,10,2,4,,,3,2,2,3,,,100,135,,,150,16,3,,,,,,,,9,15.9,4.9,12.9,4.6,14.5,4.5,,15.86,11.48,6.75,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1306P0008_129,TMS14F1306P0008,129,3,,1,10,2,5,,,2,0,,,,,,,,,120,,,,,,,,,,5,14.5,4,13.4,4.5,15.5,4.6,,11.33,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130,TMS13F1049P0001,130,3,,1,10,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130,TMS13F1049P0001,130,3,,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130,TMS13F1049P0001,130,3,,1,10,1,3,,,1,1,2,,,,90,,,,125,,,,,,,,,,7,15.5,4.5,14.2,4.5,13.4,4,,14.3,9.12,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130,TMS13F1049P0001,130,3,,1,10,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1049P0001_130,TMS13F1049P0001,130,3,,1,10,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1126P0003_131_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1126P0003_131,TMS13F1126P0003,131,3,,1,11,1,1,,,2,1,3,,,,100,,,,155,12,,,,,,,,,7,21.2,6,19.2,5.9,13.9,4,,22.72,8.06,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1126P0003_131_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1126P0003_131,TMS13F1126P0003,131,3,,1,11,1,2,,,2,,3,,,,100,,,,160,13,,,,,,,,,7,20,5.5,14,4.4,14.7,4.2,,18.74,8.82,,
