"accession_name","rep_number","plant_number","stem_nu","branching_point","branchpoint1_Fs","branchpoint2_Fs","branchpoint3_Fs","branchpoint4_Fs","branchpoint1_H","section1_H","section2_H","section3_H","plant_H","plant_H21","section1_Nod","section2_Nod","section3_Nod","section4_Nod","LlobesNo","Lob1L","Lob1W","Lob2L","Lob2W","Lob3L","Lob3W","stem_D","section1_D","section2_D","section3_D","New_nod"
"TMS14F1287P0008",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1310P0015",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,145,NA,NA,NA,NA,7,14,4,14.2,4,12.5,3.3,21.12,NA,NA,NA,10
"TMS14F1310P0015",2,2,2,1,3,NA,NA,NA,85,NA,NA,NA,110,110,16,NA,NA,NA,9,20,4.5,14.5,4,13,4,23.66,9.91,NA,NA,3
"TMS14F1310P0015",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,150,NA,NA,NA,NA,9,16,4,15.5,3.3,16,5,20.63,NA,NA,NA,10
"TMS14F1310P0015",2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,150,NA,NA,NA,NA,9,16,3.5,15.5,3,16,3.5,21.12,NA,NA,NA,5
"TMS14F1310P0015",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,115,NA,NA,NA,NA,7,15,4.1,14,3.6,14,3.7,13.95,NA,NA,NA,10
"TMS14F1301P0004",2,1,2,1,3,NA,NA,NA,105,NA,NA,NA,120,140,6,NA,NA,NA,7,15.2,4,12,3,13,3.5,16.86,11.89,NA,NA,12
"TMS14F1301P0004",2,2,1,1,2,NA,NA,NA,105,NA,NA,NA,120,140,4,NA,NA,NA,7,18,3,12.5,3,13,3.5,16.3,8.13,NA,NA,12
"TMS14F1301P0004",2,3,2,1,2,NA,NA,NA,100,NA,NA,NA,120,140,5,NA,NA,NA,7,14,4,12,3,13,3.5,14.25,12.15,NA,NA,11
"TMS14F1301P0004",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1301P0004",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1292P0012",2,1,3,2,2,2,NA,NA,95,165,NA,NA,180,203,18,2,NA,NA,7,19.5,2,19,2,19.3,2.2,22.41,15.38,10.55,NA,10
"TMS14F1292P0012",2,2,3,2,3,2,NA,NA,70,140,NA,NA,150,175,21,2,NA,NA,9,19,2,14.5,1.5,20,2,20.74,17.16,5.59,NA,10
"TMS14F1292P0012",2,3,1,1,3,NA,NA,NA,35,NA,NA,NA,90,115,18,NA,NA,NA,7,13.5,1,12.5,1.6,12,1,17.15,10.76,NA,NA,2
"TMS14F1292P0012",2,4,1,2,2,2,NA,NA,80,140,NA,NA,150,155,20,2,NA,NA,7,19,2,15.5,2,16,2,21.31,14.7,6.3,NA,8
"TMS14F1292P0012",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1295P0012",2,1,1,2,3,3,NA,NA,85,150,NA,NA,160,180,19,3,NA,NA,7,18,5,15,3.5,16.2,4,21.85,13.79,5.99,NA,9
"TMS14F1295P0012",2,2,1,2,3,3,NA,NA,65,135,NA,NA,165,180,20,8,NA,NA,7,13.5,3,11.5,3,12,3,21.22,17.75,9.65,NA,4
"TMS14F1295P0012",2,3,1,2,3,3,NA,NA,80,145,NA,NA,155,173,17,2,NA,NA,7,15,4,18.5,5,14,3,19.11,10.55,3.78,NA,7
"TMS14F1295P0012",2,4,1,1,3,NA,NA,NA,70,NA,NA,NA,105,125,11,NA,NA,NA,7,14,4,14,5,16,5,15.8,7.18,NA,NA,1
"TMS14F1295P0012",2,5,1,2,2,2,NA,NA,45,95,NA,NA,125,140,15,7,NA,NA,7,14,4.3,15.5,4.3,17.5,4,16.33,12.08,4.4,NA,3
"TMS14F1098P0013",2,1,2,1,2,NA,NA,NA,75,NA,NA,NA,90,120,5,NA,NA,NA,7,11,3,11.5,3.5,10,3.5,12.91,6.97,NA,NA,10
"TMS14F1098P0013",2,2,4,1,2,NA,NA,NA,95,NA,NA,NA,115,140,12,NA,NA,NA,7,12.5,3.5,11,4,10.5,4,16.22,7.2,NA,NA,NA
"TMS14F1098P0013",2,3,5,1,2,NA,NA,NA,100,NA,NA,NA,145,160,14,NA,NA,NA,7,12.5,3.5,14,4.5,11,3.5,16.77,13.85,NA,NA,NA
"TMS14F1098P0013",2,4,5,1,2,NA,NA,NA,90,NA,NA,NA,120,130,10,NA,NA,NA,7,13,4,10,3.5,13.5,4,15.2,8.95,NA,NA,NA
"TMS14F1098P0013",2,5,3,2,3,3,NA,NA,100,130,NA,NA,135,150,16,2,NA,NA,7,12,3.3,13,4,12.5,3.9,17.29,10.4,4.2,NA,8
"TMS14F1299P0007",2,1,2,2,2,2,NA,NA,60,105,NA,NA,115,125,21,2,3,NA,7,11.5,3.7,11,3.6,15.3,5,19.06,12.14,6.74,NA,9
"TMS14F1299P0007",2,2,1,2,2,2,NA,NA,75,125,NA,NA,135,150,21,3,NA,NA,7,16.4,5.3,16.2,6,19,5.4,23.49,14.2,5.8,NA,10
"TMS14F1299P0007",2,3,3,2,2,2,NA,NA,85,120,NA,NA,125,135,17,3,NA,NA,7,15.3,4.9,15.9,5.1,16,4.9,17.58,10.56,5.95,NA,8
"TMS14F1299P0007",2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,195,NA,NA,NA,NA,7,13.3,3.9,15.4,4.3,16.8,5.5,15.02,NA,NA,NA,3
"TMS14F1299P0007",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,95,NA,NA,NA,NA,7,13.9,3.9,15.8,4,15.1,5,13.57,NA,NA,NA,11
"TMS14F1291P0003",2,1,1,1,3,NA,NA,NA,115,NA,NA,NA,150,170,13,NA,NA,NA,7,14.9,4,12.5,3.9,17.5,5.5,22.69,8.79,NA,NA,6
"TMS14F1291P0003",2,2,1,1,3,NA,NA,NA,105,NA,NA,NA,140,150,13,NA,NA,NA,7,15,4.1,15,4.1,12,4,20.91,7.67,NA,NA,5
"TMS14F1291P0003",2,3,2,1,2,NA,NA,NA,125,NA,NA,NA,150,170,11,NA,NA,NA,8,16,4,16.7,4.3,20.4,5.2,19.03,8.25,NA,NA,8
"TMS14F1291P0003",2,4,2,1,3,NA,NA,NA,105,NA,NA,NA,150,175,17,NA,NA,NA,7,18.4,5.5,19,4.9,20,6,17.39,9.01,NA,NA,NA
"TMS14F1291P0003",2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,135,NA,NA,NA,NA,7,16.9,4.6,14.7,3.9,18.7,5.4,14.65,NA,NA,NA,8
"TMS14F1196P0003",2,1,1,1,3,NA,NA,NA,90,NA,NA,NA,95,135,2,NA,NA,NA,7,13.5,3.9,13.9,4,13.4,4,15.8,4.81,NA,NA,8
"TMS14F1196P0003",2,2,1,2,3,4,NA,NA,80,140,NA,NA,145,155,19,2,NA,NA,7,14.5,5.3,15.3,4.9,13.2,4.2,19.94,11.9,3.97,NA,6
"TMS14F1196P0003",2,3,1,1,3,NA,NA,NA,110,NA,NA,NA,120,145,2,NA,NA,NA,7,15.3,3.9,12.3,3.8,17.3,5.1,18.61,4.06,NA,NA,7
"TMS14F1196P0003",2,4,2,1,3,NA,NA,NA,105,NA,NA,NA,125,145,11,NA,NA,NA,7,15.3,4.2,17.3,5,16,4.8,16.35,7.35,NA,NA,3
"TMS14F1196P0003",2,5,2,1,3,NA,NA,NA,105,NA,NA,NA,120,145,3,NA,NA,NA,7,13.5,4,14,4,17.3,5,17.21,6.03,NA,NA,8
"TMS14F1014P0017",2,1,1,2,3,3,NA,NA,50,125,NA,NA,160,175,26,10,NA,NA,7,15.6,4.9,13.1,3.9,14,4,29.66,16.16,6.31,NA,5
"TMS14F1014P0017",2,2,1,1,3,NA,NA,NA,95,NA,NA,NA,140,160,15,NA,NA,NA,8,13.8,4.1,15.2,4.2,16.3,5,18.2,11.55,NA,NA,3
"TMS14F1014P0017",2,3,2,1,2,NA,NA,NA,85,NA,NA,NA,120,145,9,NA,NA,NA,7,10.6,3.2,10.7,3.9,12.3,3.8,17.53,9.17,NA,NA,4
"TMS14F1014P0017",2,4,2,2,3,3,3,3,45,130,NA,NA,135,115,22,2,NA,NA,7,11.7,2.9,15,5,10.3,3.3,22.07,13.95,4.01,NA,7
"TMS14F1014P0017",2,5,2,2,NA,NA,NA,NA,45,135,NA,NA,160,175,25,7,NA,NA,8,13.2,3.2,14,3.5,15.3,4.9,24.65,18.39,8.19,NA,6
"TMS14F1013P0007",2,1,2,1,2,NA,NA,NA,75,NA,NA,NA,110,115,13,NA,NA,NA,7,11.5,4,11,4,13,4.9,16.67,10.8,NA,NA,NA
"TMS14F1013P0007",2,2,2,1,2,NA,NA,NA,65,NA,NA,NA,105,120,11,NA,NA,NA,7,12,4,10.6,3.9,9.6,3.1,13.62,7.06,NA,NA,NA
"TMS14F1013P0007",2,3,2,2,2,2,NA,NA,55,NA,NA,NA,110,120,11,4,NA,NA,8,13,4.2,10.5,3.4,11.2,3.9,13.64,9.01,4.06,NA,1
"TMS14F1013P0007",2,4,1,2,2,3,NA,NA,70,120,NA,NA,135,145,16,4,NA,NA,7,12.2,4.1,15.2,4.9,13.5,4.5,19.02,12.14,4.02,NA,3
"TMS14F1013P0007",2,5,2,1,2,NA,NA,NA,110,NA,NA,NA,120,130,1,NA,NA,NA,7,12.3,3.9,12.6,3.7,10.5,3.4,13.5,4.79,NA,NA,3
"TMS14F1285P0006",2,1,2,1,2,NA,NA,NA,75,NA,NA,NA,115,120,21,NA,NA,NA,7,15,4,14.5,3.9,14.5,3.6,17.85,10.82,NA,NA,1
"TMS14F1285P0006",2,2,1,1,2,NA,NA,NA,70,NA,NA,NA,115,130,24,NA,NA,NA,7,14.3,3.5,13.2,3.5,15.5,3.9,18.56,9.92,NA,NA,1
"TMS14F1285P0006",2,3,1,1,2,NA,NA,NA,85,NA,NA,NA,110,125,11,NA,NA,NA,7,15,4,17,4.1,16.5,4.2,17.36,7.09,NA,NA,5
"TMS14F1285P0006",2,4,1,2,2,2,NA,NA,75,120,NA,NA,125,145,22,3,NA,NA,7,16.6,4,16,4,15.8,4.1,19.8,11.81,4.41,NA,8
"TMS14F1285P0006",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1376P0018",2,1,2,1,2,NA,NA,NA,145,NA,NA,NA,155,160,4,NA,NA,NA,7,19.3,5.8,19,6,19.3,5.4,14.94,5.69,NA,NA,8
"TMS13F1376P0018",2,2,1,1,2,NA,NA,NA,135,NA,NA,NA,170,175,16,NA,NA,NA,7,20,6,20.5,6.4,15.8,4.9,20.26,8.32,NA,NA,5
"TMS13F1376P0018",2,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,120,125,NA,NA,NA,NA,7,13.6,3.9,15.8,5,16.7,5.9,15.12,NA,NA,NA,7
"TMS13F1376P0018",2,4,1,1,3,NA,NA,NA,145,NA,NA,NA,170,175,12,NA,NA,NA,7,21,7,21.2,6.2,19.2,6.1,19.78,8.16,NA,NA,7
"TMS13F1376P0018",2,5,3,1,2,NA,NA,NA,140,NA,NA,NA,145,155,3,NA,NA,NA,7,18.5,5.4,18.7,4.9,18.5,5.9,16.42,5.38,NA,NA,6
"TMS14F1301P0013",2,1,1,1,3,NA,NA,NA,80,NA,NA,NA,120,125,14,NA,NA,NA,8,10.5,3.6,11.5,3.9,11.2,3.5,21.2,8.28,NA,NA,8
"TMS14F1301P0013",2,2,2,1,2,NA,NA,NA,80,NA,NA,NA,120,125,18,NA,NA,NA,8,12.1,4,12.5,4,11.9,3.9,23.56,11.64,NA,NA,6
"TMS14F1301P0013",2,3,1,1,3,NA,NA,NA,45,NA,NA,NA,115,125,12,NA,NA,NA,8,12.2,4,11,4,13.3,4.1,11.3,12.17,NA,NA,8
"TMS14F1301P0013",2,4,1,1,3,NA,NA,NA,75,NA,NA,NA,115,125,20,NA,NA,NA,9,12.3,3.6,11.5,3.5,12.2,4,20.6,13.42,NA,NA,4
"TMS14F1301P0013",2,5,2,1,2,NA,NA,NA,85,NA,NA,NA,110,130,13,NA,NA,NA,9,12.5,4.1,11,3.8,10.91,4,18.65,13.98,NA,NA,11
"TMS14F1195P0004",2,1,3,2,2,3,NA,NA,40,110,NA,NA,125,155,20,3,NA,NA,7,10.4,3.3,12.6,3.8,15.2,5.1,18.38,13.56,5.43,NA,9
"TMS14F1195P0004",2,2,2,1,3,NA,NA,NA,105,NA,NA,NA,130,155,7,NA,NA,NA,7,12.2,3.5,14.5,4.5,11.8,3.2,17.81,7.36,NA,NA,6
"TMS14F1195P0004",2,3,1,2,3,3,NA,NA,45,125,NA,NA,135,154,21,3,NA,NA,7,13.7,4.4,13.5,4.5,13.5,3.9,23.23,14.97,5.62,NA,8
"TMS14F1195P0004",2,4,1,2,2,2,NA,NA,50,120,NA,NA,125,145,19,2,NA,NA,7,11.2,3.2,13,3.9,13.4,3.3,18.03,11.52,4.03,NA,6
"TMS14F1195P0004",2,5,1,2,2,3,NA,NA,35,105,NA,NA,110,135,19,3,NA,NA,7,11.8,4.1,11.5,3.6,11.4,3.6,14.38,10.54,4.72,NA,7
"TMS13F1400P0001",2,1,3,2,3,3,NA,NA,100,160,NA,NA,175,183,22,3,NA,NA,7,14.5,4.3,15,3.5,12.5,3,17.53,12.05,4.59,NA,4
"TMS13F1400P0001",2,2,4,2,2,3,NA,NA,85,145,NA,NA,155,155,16,3,NA,NA,6,18,4.5,12.5,3.5,15,4,12.6,8.09,0.94,NA,5
"TMS13F1400P0001",2,3,2,2,3,3,NA,NA,65,150,NA,NA,170,180,19,8,NA,NA,7,18,5,15,4,13.5,4,22.09,13.85,5.79,NA,1
"TMS13F1400P0001",2,4,1,1,2,NA,NA,NA,85,NA,NA,NA,115,130,19,NA,NA,NA,7,13,4,11.5,3,10.5,3.3,13.3,6.74,NA,NA,3
"TMS13F1400P0001",2,5,1,2,3,2,NA,NA,70,115,NA,NA,130,135,13,5,NA,NA,6,13,3.5,12,3.6,12,3,16.42,8.47,4.88,NA,1
"TMS13F1126P0003",2,1,2,3,2,3,NA,NA,20,75,140,NA,145,155,28,21,2,NA,7,14.5,4.5,14.5,4,13,3.5,21.91,21.52,11.5,3.47,6
"TMS13F1126P0003",2,2,2,1,3,NA,NA,NA,100,NA,NA,NA,125,135,6,NA,NA,NA,7,19,5,14.5,4,16,4.5,15.65,7.64,NA,NA,6
"TMS13F1126P0003",2,3,2,2,2,3,NA,NA,75,80,NA,NA,130,135,2,15,NA,NA,7,13,3.5,11,3,11,3,17.4,14.8,7.68,NA,NA
"TMS13F1126P0003",2,4,2,1,3,NA,NA,NA,80,NA,NA,NA,120,140,12,NA,NA,NA,7,14.5,4.3,12,3.5,12.3,3.3,16.45,7.61,NA,NA,1
"TMS13F1126P0003",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1288P0008",2,1,1,2,2,3,NA,NA,75,142,NA,NA,155,185,17,2,NA,NA,7,14.5,4.5,14.7,4.5,15,5,16.64,13.74,4.75,NA,8
"TMS14F1288P0008",2,2,2,1,3,NA,NA,NA,100,NA,NA,NA,160,185,21,NA,NA,NA,7,12,5,16,4,11.7,4.5,19.01,10.82,NA,NA,NA
"TMS14F1288P0008",2,3,3,1,3,NA,NA,NA,120,NA,NA,NA,180,200,NA,15,NA,NA,7,12,3,9.5,2.5,10,4.5,18.96,10.42,NA,NA,2
"TMS14F1288P0008",2,4,1,4,3,1,1,4,120,160,170,205,230,235,12,12,8,NA,7,10,4,9.5,4.5,12.5,4.5,22.67,17.89,16.76,15.88,7
"TMS14F1288P0008",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,195,NA,NA,NA,NA,9,11.5,5,12.5,4.8,12.6,5,15.88,NA,NA,NA,5
"TMS14F1300P0002",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,125,NA,NA,NA,NA,7,13,4.5,13.5,4,15,5,11.19,NA,NA,NA,13
"TMS14F1300P0002",2,2,2,1,2,NA,NA,NA,90,NA,NA,NA,105,135,5,NA,NA,NA,7,13,3.5,17,6,15,5,12.75,7.6,NA,NA,10
"TMS14F1300P0002",2,3,2,1,3,NA,NA,NA,105,NA,NA,NA,140,170,13,NA,NA,NA,7,15.5,5,16,6,17,5,19.95,12.83,NA,NA,1
"TMS14F1300P0002",2,4,4,1,3,NA,NA,NA,120,NA,NA,NA,140,155,8,NA,NA,NA,7,16,5.5,14,4.5,16,5.5,16.53,8.28,NA,NA,10
"TMS14F1300P0002",2,5,1,2,2,NA,NA,NA,125,NA,NA,NA,145,160,NA,NA,7,NA,7,19.5,6.5,16.5,6,19,7,19.67,11.92,NA,NA,13
"IITA-TMS-IBA000070",2,1,3,1,2,NA,NA,NA,100,NA,NA,NA,135,140,15,NA,NA,NA,9,15,4.5,13,4,13.5,4.5,20.13,11.57,NA,NA,7
"IITA-TMS-IBA000070",2,2,3,1,4,2,NA,NA,110,NA,NA,NA,135,170,11,NA,NA,NA,7,15,4.3,14,5,14.8,5,20.43,10.81,NA,NA,10
"IITA-TMS-IBA000070",2,3,1,1,2,NA,NA,NA,85,NA,NA,NA,125,150,16,NA,NA,NA,9,15.5,5.5,14,4,15,5,21.37,11.47,NA,NA,9
"IITA-TMS-IBA000070",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA000070",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA982101",2,1,3,1,2,NA,NA,NA,100,NA,NA,NA,125,140,10,NA,NA,NA,7,14,3.5,12.5,3,13.8,3.5,15.06,7.11,NA,NA,4
"IITA-TMS-IBA982101",2,2,3,1,2,NA,NA,NA,95,NA,NA,NA,145,155,20,7,NA,NA,7,20,5,14.5,3.5,13.8,2.5,18.7,10.67,NA,NA,7
"IITA-TMS-IBA982101",2,3,1,1,2,NA,NA,NA,100,NA,NA,NA,125,135,11,NA,NA,NA,7,13,3,13.5,3.5,15,3.5,17.44,7.1,NA,NA,5
"IITA-TMS-IBA982101",2,4,1,2,2,3,NA,NA,75,125,NA,NA,145,165,28,8,NA,NA,7,18,5,14.5,3.5,15,3.7,NA,NA,NA,NA,10
"IITA-TMS-IBA982101",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,21.63,14.68,10.68,NA,NA
"TMS14F1306P0008",2,1,1,1,2,NA,NA,NA,95,NA,NA,NA,165,195,28,NA,NA,NA,9,17,4.5,20,4.5,18,5,23.14,15.24,NA,NA,NA
"TMS14F1306P0008",2,2,2,1,3,NA,NA,NA,95,NA,NA,NA,145,180,19,NA,NA,NA,7,13,4,14,3.5,15,4,19.61,11.24,NA,NA,6
"TMS14F1306P0008",2,3,3,1,2,NA,NA,NA,120,NA,NA,NA,145,170,9,NA,NA,NA,9,15,5,14,3,15.5,4,16.59,9.35,NA,NA,12
"TMS14F1306P0008",2,4,4,NA,NA,NA,NA,NA,155,NA,NA,NA,155,175,NA,NA,NA,NA,9,15.5,4.5,16,4,15.5,4,16.72,NA,NA,NA,12
"TMS14F1306P0008",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,160,NA,NA,NA,NA,9,15,4,14.5,4,16,4.5,15.02,NA,NA,NA,12
"TMS13F1049P0001",2,1,2,1,3,NA,NA,NA,95,NA,NA,NA,120,140,10,NA,NA,NA,7,12,2.5,11,2,13,2,13.33,7.61,NA,NA,8
"TMS13F1049P0001",2,2,1,2,3,3,NA,NA,75,135,NA,NA,150,165,22,3,NA,NA,7,20,3,15.5,2.5,14,2.3,22.26,13.6,33.28,NA,7
"TMS13F1049P0001",2,3,1,2,3,3,NA,NA,70,140,NA,NA,155,180,22,3,NA,NA,7,17,3.5,16,4,17,3,22.46,15.39,6.16,NA,9
"TMS13F1049P0001",2,4,1,2,2,3,NA,NA,15,110,NA,NA,125,145,17,4,NA,NA,7,15,2.5,15,2,13.5,2.2,17.27,11.33,3.95,NA,5
"TMS13F1049P0001",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1019P0015",2,1,1,2,3,2,NA,NA,85,135,NA,NA,150,155,18,5,NA,NA,7,16,5.6,13,4.2,17,3,21.62,13.49,7.07,NA,5
"TMS14F1019P0015",2,2,3,2,2,2,NA,NA,90,140,NA,NA,155,175,18,4,NA,NA,7,15,5,14.5,5.3,14,4,18.77,12.82,6.36,NA,4
"TMS14F1019P0015",2,3,2,1,2,2,NA,NA,85,135,NA,NA,150,170,16,4,NA,NA,7,15.5,6,17,5.5,17.5,6.5,19.49,13.24,6.27,NA,6
"TMS14F1019P0015",2,4,2,1,2,NA,NA,NA,90,NA,NA,NA,125,145,8,NA,NA,NA,7,14,4.5,11,3.5,12.5,4,17,8.29,NA,2,2
"TMS14F1019P0015",2,5,2,2,2,2,NA,NA,65,115,NA,NA,140,155,17,4,NA,NA,7,16,5,14.5,4.5,14.5,4.7,17.4,13.46,7.52,NA,2
"TMEB419",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,215,NA,NA,NA,NA,7,20.5,5,19,4,19,5.5,21.06,NA,NA,NA,14
"TMEB419",2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,220,NA,NA,NA,NA,7,17,4.5,19.5,5.3,19.5,5,21.26,NA,NA,NA,15
"TMEB419",2,3,4,NA,8,NA,NA,NA,NA,NA,NA,NA,180,210,NA,NA,NA,NA,7,19,5.5,17,5.5,18,5,19.94,NA,NA,NA,15
"TMEB419",2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,185,NA,NA,NA,NA,7,16,4.8,16,4.5,16.5,4,20.75,NA,NA,NA,13
"TMEB419",2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,175,NA,NA,NA,NA,7,16.5,4.5,17.5,4.5,17.3,4.3,13.08,NA,NA,NA,12
"TMS14F1278P0003",2,1,1,3,2,3,2,NA,35,70,NA,NA,115,145,20,16,3,NA,7,17.5,5,15,4.5,14.5,4.5,26.65,18.95,13.98,6.47,9
"TMS14F1278P0003",2,2,2,2,2,2,NA,NA,45,95,NA,NA,130,160,16,8,NA,NA,7,15,4,17.3,5,12,3.5,19.22,15.22,7.54,NA,1
"TMS14F1278P0003",2,3,1,2,2,3,NA,NA,35,75,NA,NA,105,125,16,12,NA,NA,6,16.5,4.5,16,4.5,14,4,21.93,17.03,9.69,NA,NA
"TMS14F1278P0003",2,4,1,1,3,NA,NA,NA,65,NA,NA,NA,120,145,18,NA,NA,NA,7,16,4,16.5,4.5,16,4.8,21.6,11.52,NA,NA,7
"TMS14F1278P0003",2,5,1,2,5,3,NA,NA,70,125,NA,NA,130,160,19,3,NA,NA,7,17.5,5,15.5,4,16.5,4.8,28.3,13.14,4.93,NA,7
"IITA-TMS-IBA980581",2,1,3,1,3,NA,NA,NA,180,NA,NA,NA,190,205,2,NA,NA,NA,9,18,6,17.5,6,16.5,6,21.14,8.83,NA,NA,10
"IITA-TMS-IBA980581",2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,210,NA,NA,NA,NA,7,15,5,15.5,5.8,15,5,16.54,NA,NA,NA,11
"IITA-TMS-IBA980581",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,215,NA,NA,NA,NA,7,16,4.5,13.5,5,15.5,5.3,21.33,NA,NA,NA,15
"IITA-TMS-IBA980581",2,4,2,1,3,NA,NA,NA,140,NA,NA,NA,175,167,7,NA,NA,NA,7,15.5,5.5,14.5,5,13,4,23.31,12.35,NA,NA,8
"IITA-TMS-IBA980581",2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,175,NA,NA,NA,NA,7,17,6,16.5,6,17.2,6,19.46,NA,NA,NA,12
"TMS14F1159P0003",2,1,2,1,2,NA,NA,NA,60,NA,NA,NA,100,115,13,NA,NA,NA,7,12,4,13.5,4,12.5,3.5,15.55,10.37,NA,NA,1
"TMS14F1159P0003",2,2,1,2,2,2,NA,NA,50,95,NA,NA,110,125,20,4,NA,NA,6,13.5,4,13,3.5,12,3,22.87,13.97,6.77,NA,4
"TMS14F1159P0003",2,3,2,1,2,NA,NA,NA,60,NA,NA,NA,100,120,14,NA,NA,NA,6,14.5,4,12,4,13,3.6,17.55,10.56,NA,NA,NA
"TMS14F1159P0003",2,4,1,2,2,2,NA,NA,50,95,NA,NA,110,135,18,4,NA,NA,6,11.5,3.5,11.5,4,12.5,4,19.62,13.21,6.2,NA,5
"TMS14F1159P0003",2,5,2,2,2,2,NA,NA,50,90,NA,NA,115,125,18,7,NA,NA,6,14,4,12,3.6,12,3.5,20.81,13.13,6.85,NA,3
"TMS14F1022P0003",2,1,2,2,2,3,NA,NA,35,100,NA,NA,120,130,16,6,NA,NA,6,14.5,4,13.5,4,12.5,5,20.02,12.56,7.22,NA,2
"TMS14F1022P0003",2,2,1,2,2,3,NA,NA,35,110,NA,NA,130,140,18,5,NA,NA,7,11,3,15,4.5,11.5,3,20.53,18.22,5.25,NA,5
"TMS14F1022P0003",2,3,1,2,2,3,NA,NA,40,120,NA,NA,140,165,14,6,NA,NA,6,13,4,12,3.5,11.5,3.5,15.68,14.17,6.71,NA,3
"TMS14F1022P0003",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1022P0003",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA30572",2,1,3,1,3,NA,NA,NA,95,NA,NA,NA,150,150,20,NA,NA,NA,7,13.5,3.5,13,4,14.5,4,20.6,10.26,NA,NA,NA
"IITA-TMS-IBA30572",2,2,2,1,3,NA,NA,NA,80,NA,NA,NA,110,135,11,NA,NA,NA,7,13.5,3.5,13.5,4,13.6,3.6,16.15,7.29,NA,NA,4
"IITA-TMS-IBA30572",2,3,2,1,3,NA,NA,NA,95,NA,NA,NA,125,150,12,NA,NA,NA,7,12,3.5,12.5,3.5,13.7,4.3,18.01,7.96,NA,NA,7
"IITA-TMS-IBA30572",2,4,3,2,2,2,NA,NA,65,115,NA,NA,125,135,23,2,NA,NA,7,11.5,3.8,10.5,3,12,3.5,17.93,11.33,4.92,NA,7
"IITA-TMS-IBA30572",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
