"accession_name","rep_number","plant_number","stem_nu","NODLT","Total_nod","LAIm","LAIX","BR#S","L#SX","L#IR"
"TMS13F2061P0005",2,2,1,4.44444444444444,77.25,273.7833,2.1149759925,1,77.25,0.333333333333333
"TMS13F2061P0005",2,3,1,4.04761904761905,84.3529411764706,204.7442,1.72707754588235,1,84.3529411764706,0.285714285714286
"TMS13F2061P0005",2,4,1,3.42105263157895,115.153846153846,333.3246,3.83836097076923,1,115.153846153846,NA
"TMS13F2061P0005",2,5,2,3.42105263157895,200.153846153846,248.5932,4.97568851076923,2,100.076923076923,0.238095238095238
"TMS13F1182P0002",2,1,1,3.08,125.311688311688,281.4026,3.52630349012987,1,125.311688311688,0.523809523809524
"TMS13F1182P0002",2,2,2,2.60869565217391,197.666666666667,301.5955,5.96153771666667,2,98.8333333333333,0.142857142857143
"TMS13F1182P0002",2,3,4,3.68421052631579,268.571428571429,228.841,6.14601542857143,4,67.1428571428571,0.333333333333333
"TMS13F1182P0002",2,4,2,3.69565217391304,158,254.8579,4.02675482,2,79,0.380952380952381
"TMS13F1182P0002",2,5,4,NA,NA,231.0432,NA,4,NA,0.380952380952381
"TMS14F1223P0007",2,1,2,4,126.5,213.0889,2.695574585,2,63.25,0.428571428571429
"TMS14F1223P0007",2,2,2,4.66666666666667,120,235.0017,2.8200204,2,60,0.19047619047619
"TMS14F1223P0007",2,3,3,5.83333333333333,156.857142857143,256.232,4.01918194285714,3,52.2857142857143,0.19047619047619
"TMS14F1223P0007",2,4,1,3.94117647058824,84.2238805970149,238.9329,2.01238560402985,1,84.2238805970149,0.19047619047619
"TMS14F1223P0007",2,5,3,NA,NA,238.9056,NA,3,NA,0.238095238095238
"TMS14F1311P0002",2,1,3,NA,NA,274.9182,NA,3,NA,0.571428571428571
"TMS14F1311P0002",2,2,3,3.40909090909091,273,216.1023,5.89959279,3,91,0.380952380952381
"TMS14F1311P0002",2,3,3,NA,NA,233.9916,NA,3,NA,0.571428571428571
"TMS14F1311P0002",2,4,2,3.04347826086957,217.857142857143,231.0315,5.03318625,2,108.928571428571,0.476190476190476
"TMS14F1311P0002",2,5,1,NA,NA,238.7652,NA,1,NA,0.571428571428571
"IITA-TMS-IBA000070",2,1,1,NA,NA,216.1829,NA,1,NA,0.523809523809524
"IITA-TMS-IBA000070",2,2,3,NA,NA,183.5867,NA,3,NA,0.285714285714286
"IITA-TMS-IBA000070",2,3,2,2.61904761904762,153.272727272727,190.7939,2.92435014,2,76.6363636363636,0.428571428571429
"IITA-TMS-IBA000070",2,4,6,3.5,435.428571428571,205.6542,8.95477145142857,6,72.5714285714286,0.333333333333333
"IITA-TMS-IBA000070",2,5,4,2,568,271.6838,15.43163984,4,142,0.523809523809524
"IITA-TMS-IBA982101",2,1,2,NA,NA,246.651,NA,2,NA,0.428571428571429
"IITA-TMS-IBA982101",2,2,1,NA,NA,344.112,NA,1,NA,0.19047619047619
"IITA-TMS-IBA982101",2,3,1,NA,NA,355.5078,NA,1,NA,0.476190476190476
"IITA-TMS-IBA982101",2,4,2,NA,NA,334.7754,NA,2,NA,0.428571428571429
"IITA-TMS-IBA982101",2,5,2,NA,NA,303.4662,NA,2,NA,0.380952380952381
"TMS14F1306P0020",2,1,2,NA,NA,406.4028,NA,2,NA,0.428571428571429
"TMS14F1306P0020",2,2,4,NA,NA,413.6802,NA,4,NA,0.476190476190476
"TMS14F1306P0020",2,3,2,NA,NA,329.7145,NA,2,NA,0.428571428571429
"TMS14F1306P0020",2,4,3,NA,NA,414.1599,NA,3,NA,0.285714285714286
"TMS14F1306P0020",2,5,2,NA,NA,357.918,NA,2,NA,0.428571428571429
"TMS13F1021P0008",2,1,2,NA,NA,231.6256,NA,2,NA,0.428571428571429
"TMS13F1021P0008",2,2,1,4,91.5,442.8951,4.052490165,1,91.5,0.333333333333333
"TMS13F1021P0008",2,3,1,3.80952380952381,72.9375,394.1295,2.874682040625,1,72.9375,0.428571428571429
"TMS13F1021P0008",2,4,2,4.28571428571429,132.333333333333,332.3704,4.39836829333333,2,66.1666666666667,0.428571428571429
"TMS13F1021P0008",2,5,5,4.70588235294118,370,214.9544,7.9533128,5,74,0.238095238095238
"TMS14F1310P0004",2,1,3,NA,NA,524.5182,NA,3,NA,0.285714285714286
"TMS14F1310P0004",2,2,2,NA,NA,202.4601,NA,2,NA,0.523809523809524
"TMS14F1310P0004",2,3,2,3.18181818181818,165.142857142857,243.8924,4.02770877714286,2,82.5714285714286,0.428571428571429
"TMS14F1310P0004",2,4,3,NA,NA,198.5653,NA,3,NA,NA
"TMS14F1310P0004",2,5,2,NA,NA,228.8501,NA,2,NA,0.0952380952380952
"TMEB419",2,1,3,NA,NA,344.6385,NA,3,NA,0.142857142857143
"TMEB419",2,2,2,NA,NA,300.3124,NA,2,NA,0.619047619047619
"TMEB419",2,3,2,NA,NA,228.1312,NA,2,NA,0.523809523809524
"TMEB419",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMEB419",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1195P0005",2,1,2,3.61111111111111,156.461538461538,206.5187,3.23122335230769,2,78.2307692307692,0.333333333333333
"TMS14F1195P0005",2,2,2,3.4375,158.181818181818,237.876,3.76276581818182,2,79.0909090909091,0.19047619047619
"TMS14F1195P0005",2,3,2,3.75,171.333333333333,266.9856,4.57435328,2,85.6666666666667,0.285714285714286
"TMS14F1195P0005",2,4,2,3.15789473684211,137.666666666667,254.4666,3.50315686,2,68.8333333333333,0.380952380952381
"TMS14F1195P0005",2,5,1,3.23529411764706,93.4545454545455,260.5623,2.43507313090909,1,93.4545454545455,0.142857142857143
"IITA-TMS-IBA980581",2,1,NA,NA,NA,NA,NA,NA,NA,0.571428571428571
"IITA-TMS-IBA980581",2,2,3,NA,NA,364.9731,NA,3,NA,0.714285714285714
"IITA-TMS-IBA980581",2,3,2,NA,NA,441.9708,NA,2,NA,0.666666666666667
"IITA-TMS-IBA980581",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA980581",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1035P0007",2,1,1,NA,NA,213.2358,NA,1,NA,0.571428571428571
"TMS14F1035P0007",2,2,2,NA,NA,219.6006,NA,2,NA,0.571428571428571
"TMS14F1035P0007",2,3,3,NA,NA,238.9173,NA,3,NA,0.571428571428571
"TMS14F1035P0007",2,4,1,NA,NA,298.1895,NA,1,NA,0.666666666666667
"TMS14F1035P0007",2,5,3,NA,NA,250.512,NA,3,NA,NA
"TMS14F1285P0017",2,1,2,NA,NA,249.888,NA,2,NA,0.523809523809524
"TMS14F1285P0017",2,2,2,NA,NA,245.676,NA,2,NA,0.523809523809524
"TMS14F1285P0017",2,3,1,NA,NA,208.0111,NA,1,NA,0.333333333333333
"TMS14F1285P0017",2,4,2,NA,NA,184.797,NA,2,NA,0.380952380952381
"TMS14F1285P0017",2,5,3,NA,NA,216.4923,NA,3,NA,0.619047619047619
"IITA-TMS-IBA30572",2,1,2,NA,NA,167.3744,NA,2,NA,0.380952380952381
"IITA-TMS-IBA30572",2,2,2,NA,NA,161.1825,NA,2,NA,0.523809523809524
"IITA-TMS-IBA30572",2,3,1,NA,NA,154.8216,NA,1,NA,0.285714285714286
"IITA-TMS-IBA30572",2,4,2,3.52941176470588,174.166666666667,314.68,5.48067666666667,2,87.0833333333333,0.380952380952381
"IITA-TMS-IBA30572",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F2207P0001",2,1,4,NA,NA,196.081,NA,4,NA,0.428571428571429
"TMS13F2207P0001",2,2,4,NA,NA,206.8645,NA,4,NA,0.476190476190476
"TMS13F2207P0001",2,3,3,NA,NA,205.7543,NA,3,NA,0.19047619047619
"TMS13F2207P0001",2,4,3,2.25,298,246.04,7.331992,3,99.3333333333333,0.380952380952381
"TMS13F2207P0001",2,5,2,2.71428571428571,168.210526315789,208.73,3.51105831578947,2,84.1052631578947,0.380952380952381
"TMS14F1288P0008",1,1,2,NA,NA,323.4147,NA,2,NA,0.19047619047619
"TMS14F1288P0008",1,2,3,NA,NA,269.8352,NA,3,NA,NA
"TMS14F1288P0008",1,3,2,NA,NA,233.2064,NA,2,NA,0.285714285714286
"TMS14F1288P0008",1,4,2,NA,NA,287.0277,NA,2,NA,0.380952380952381
"TMS14F1288P0008",1,5,1,NA,NA,223.0053,NA,1,NA,0.333333333333333
"TMS14F1125P0010",1,1,2,NA,NA,174.059,NA,2,NA,0.238095238095238
"TMS14F1125P0010",1,2,2,4.16666666666667,139.2,162.3291,2.259621072,2,69.6,0.0952380952380952
"TMS14F1125P0010",1,3,2,3.42105263157895,169.846153846154,181.157,3.07688196923077,2,84.9230769230769,0.142857142857143
"TMS14F1125P0010",1,4,1,4,79.25,186.7535,1.4800214875,1,79.25,NA
"TMS14F1125P0010",1,5,2,3.75,163.333333333333,218.1667,3.56338943333333,2,81.6666666666667,0.0476190476190476
"TMS14F1278P0003",1,1,2,3.33333333333333,159,269.908,4.2915372,2,79.5,NA
"TMS14F1278P0003",1,2,1,3.21428571428571,81.5555555555556,240.6073,1.96228620222222,1,81.5555555555556,0.0476190476190476
"TMS14F1278P0003",1,3,1,2.36842105263158,102.111111111111,192.1225,1.96178419444444,1,102.111111111111,NA
"TMS14F1278P0003",1,4,NA,NA,NA,NA,NA,NA,NA,0.0476190476190476
"TMS14F1278P0003",1,5,1,2.85714285714286,75.75,200.9768,1.52239926,1,75.75,0.0952380952380952
"TMS14F1195P0004",1,1,1,4.9375,72.1518987341772,219.7956,1.58586698734177,1,72.1518987341772,0.238095238095238
"TMS14F1195P0004",1,2,1,3.18181818181818,131.142857142857,281.5027,3.69170683714286,1,131.142857142857,NA
"TMS14F1195P0004",1,3,2,NA,NA,290.6313,NA,2,NA,0.285714285714286
"TMS14F1195P0004",1,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1195P0004",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1304P0003",1,1,2,NA,NA,249.6345,NA,2,NA,0.428571428571429
"TMS13F1304P0003",1,2,1,3.42105263157895,75.0769230769231,312.7092,2.34772445538462,1,75.0769230769231,0.285714285714286
"TMS13F1304P0003",1,3,2,NA,NA,317.9625,NA,2,NA,0.238095238095238
"TMS13F1304P0003",1,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1304P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1022P0003",1,1,1,3.42105263157895,99.2307692307692,298.82,2.96521384615385,1,99.2307692307692,0.333333333333333
"TMS14F1022P0003",1,2,1,3.63636363636364,100.25,301.9413,3.0269615325,1,100.25,0.0476190476190476
"TMS14F1022P0003",1,3,1,4.5,57.1111111111111,279.7152,1.59748458666667,1,57.1111111111111,0.380952380952381
"TMS14F1022P0003",1,4,2,NA,NA,188.437,NA,2,NA,NA
"TMS14F1022P0003",1,5,2,3.25,134.615384615385,241.399,3.24960192307692,2,67.3076923076923,0.238095238095238
"TMS14F1146P0002",1,1,2,NA,NA,252.15,NA,2,NA,0.476190476190476
"TMS14F1146P0002",1,2,2,NA,NA,259.2285,NA,2,NA,0.285714285714286
"TMS14F1146P0002",1,3,1,NA,NA,208.4505,NA,1,NA,0.619047619047619
"TMS14F1146P0002",1,4,3,NA,NA,291.5205,NA,3,NA,0.238095238095238
"TMS14F1146P0002",1,5,3,NA,NA,283.7985,NA,3,NA,0.19047619047619
"IITA-TMS-IBA980581",1,1,2,NA,NA,291.3125,NA,2,NA,0.619047619047619
"IITA-TMS-IBA980581",1,2,2,NA,NA,263.33,NA,2,NA,0.476190476190476
"IITA-TMS-IBA980581",1,3,2,NA,NA,378.861,NA,2,NA,0.619047619047619
"IITA-TMS-IBA980581",1,4,2,NA,NA,383.723,NA,2,NA,0.428571428571429
"IITA-TMS-IBA980581",1,5,2,NA,NA,290.266,NA,2,NA,0.476190476190476
"TMS14F1291P0003",1,1,2,NA,NA,248.315,NA,2,NA,0.523809523809524
"TMS14F1291P0003",1,2,2,NA,NA,237.2585,NA,2,NA,0.476190476190476
"TMS14F1291P0003",1,3,2,NA,NA,299.535,NA,2,NA,0.428571428571429
"TMS14F1291P0003",1,4,2,NA,NA,294.27,NA,2,NA,0.476190476190476
"TMS14F1291P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1301P0013",1,1,5,NA,NA,180.2015,NA,5,NA,0.142857142857143
"TMS14F1301P0013",1,2,2,NA,NA,190.985,NA,2,NA,0.333333333333333
"TMS14F1301P0013",1,3,4,2.27272727272727,455.2,183.8415,8.36846508,4,113.8,0.333333333333333
"TMS14F1301P0013",1,4,4,NA,NA,124.6005,NA,4,NA,0.238095238095238
"TMS14F1301P0013",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1400P0001",1,1,1,NA,NA,148.176,NA,1,NA,0.19047619047619
"TMS13F1400P0001",1,2,1,NA,NA,125.79,NA,1,NA,0.428571428571429
"TMS13F1400P0001",1,3,3,3.5,216.857142857143,219.195,4.75340014285714,3,72.2857142857143,0.285714285714286
"TMS13F1400P0001",1,4,1,3.75,99.3333333333333,184.329,1.8310014,1,99.3333333333333,0.238095238095238
"TMS13F1400P0001",1,5,1,NA,NA,117.366,NA,1,NA,0.19047619047619
"TMS13F1376P0018",1,1,2,NA,NA,198.4925,NA,2,NA,0.428571428571429
"TMS13F1376P0018",1,2,2,NA,NA,232.6175,NA,2,NA,0.476190476190476
"TMS13F1376P0018",1,3,3,NA,NA,186.162,NA,3,NA,0.0476190476190476
"TMS13F1376P0018",1,4,4,NA,NA,181.3026,NA,4,NA,0.428571428571429
"TMS13F1376P0018",1,5,2,NA,NA,175.788,NA,2,NA,NA
"TMS14F1301P0004",1,1,2,NA,NA,235.77,NA,2,NA,0.476190476190476
"TMS14F1301P0004",1,2,1,NA,NA,235.7115,NA,1,NA,0.428571428571429
"TMS14F1301P0004",1,3,2,NA,NA,218.805,NA,2,NA,0.476190476190476
"TMS14F1301P0004",1,4,1,NA,NA,217.3425,NA,1,NA,0.333333333333333
"TMS14F1301P0004",1,5,1,NA,NA,224.5965,NA,1,NA,0.0952380952380952
"TMS14F1285P0006",1,1,1,NA,NA,180.975,NA,1,NA,0.333333333333333
"TMS14F1285P0006",1,2,1,NA,NA,209.64,NA,1,NA,0.285714285714286
"TMS14F1285P0006",1,3,1,NA,NA,151.335,NA,1,NA,0.380952380952381
"TMS14F1285P0006",1,4,3,NA,NA,248.952,NA,3,NA,0.428571428571429
"TMS14F1285P0006",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1310P0015",1,1,1,NA,NA,153.051,NA,1,NA,0.428571428571429
"TMS14F1310P0015",1,2,5,NA,NA,131.4255,NA,5,NA,0.428571428571429
"TMS14F1310P0015",1,3,2,NA,NA,184.056,NA,2,NA,0.476190476190476
"TMS14F1310P0015",1,4,2,NA,NA,215.0025,NA,2,NA,0.428571428571429
"TMS14F1310P0015",1,5,4,NA,NA,233.2545,NA,4,NA,0.523809523809524
"TMS14F1014P0017",1,1,2,NA,NA,246.3,NA,2,NA,0.0476190476190476
"TMS14F1014P0017",1,2,3,NA,NA,197.16,NA,3,NA,0.380952380952381
"TMS14F1014P0017",1,3,1,NA,NA,205.727,NA,1,NA,0.0952380952380952
"TMS14F1014P0017",1,4,NA,NA,NA,NA,NA,NA,NA,0.333333333333333
"TMS14F1014P0017",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1292P0012",1,1,2,NA,NA,144.8025,NA,2,NA,0.0476190476190476
"TMS14F1292P0012",1,2,1,3.75,100.333333333333,327.615,3.2870705,1,100.333333333333,0.285714285714286
"TMS14F1292P0012",1,3,1,4,107.25,279.06,2.9929185,1,107.25,NA
"TMS14F1292P0012",1,4,2,NA,NA,140.2525,NA,2,NA,0.285714285714286
"TMS14F1292P0012",1,5,1,3.63636363636364,91,287.5425,2.61663675,1,91,0.142857142857143
"TMS14F1013P0007",1,1,2,3.875,154.193548387097,263.8578,4.06851704516129,2,77.0967741935484,0.238095238095238
"TMS14F1013P0007",1,2,2,3.52941176470588,140.666666666667,275.0768,3.86941365333333,2,70.3333333333333,0.19047619047619
"TMS14F1013P0007",1,3,1,3.57894736842105,90.3382352941177,398.0139,3.59558733485294,1,90.3382352941177,0.238095238095238
"TMS14F1013P0007",1,4,2,6.18181818181818,84.2352941176471,250.499,2.11008569411765,2,42.1176470588235,0.19047619047619
"TMS14F1013P0007",1,5,3,NA,NA,244.0926,NA,3,NA,0.238095238095238
"IITA-TMS-IBA000070",1,1,2,3.14285714285714,185.090909090909,255.6249,4.73138451272727,2,92.5454545454545,0.476190476190476
"IITA-TMS-IBA000070",1,2,1,NA,NA,264.7509,NA,1,NA,0.428571428571429
"IITA-TMS-IBA000070",1,3,1,2.22222222222222,120.5,246.9084,2.97524622,1,120.5,0.476190476190476
"IITA-TMS-IBA000070",1,4,2,NA,NA,266.3538,NA,2,NA,0.476190476190476
"IITA-TMS-IBA000070",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA982101",1,1,1,NA,NA,216.8745,NA,1,NA,NA
"IITA-TMS-IBA982101",1,2,1,2.27272727272727,107,167.5798,1.79310386,1,107,0.19047619047619
"IITA-TMS-IBA982101",1,3,1,2.34782608695652,113.074074074074,192.0497,2.17158420037037,1,113.074074074074,0.238095238095238
"IITA-TMS-IBA982101",1,4,2,NA,NA,609.1391,NA,2,NA,0.238095238095238
"IITA-TMS-IBA982101",1,5,2,NA,NA,199.3752,NA,2,NA,NA
"IITA-TMS-IBA30572",1,1,1,NA,NA,153.6568,NA,1,NA,0.285714285714286
"IITA-TMS-IBA30572",1,2,1,NA,NA,183.6959,NA,1,NA,0.0476190476190476
"IITA-TMS-IBA30572",1,3,2,NA,NA,168.1349,NA,2,NA,0.142857142857143
"IITA-TMS-IBA30572",1,4,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA30572",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1315P0008",1,1,1,3.18181818181818,110.285714285714,272.7654,3.00821269714286,1,110.285714285714,NA
"TMS13F1315P0008",1,2,1,2.89473684210526,64.2727272727273,238.0515,1.53002191363636,1,64.2727272727273,0.333333333333333
"TMS13F1315P0008",1,3,1,7.51012145748988,76.6576819407008,239.592,1.83665673315364,1,76.6576819407008,0.333333333333333
"TMS13F1315P0008",1,4,2,4.44444444444444,103,166.4059,1.71398077,2,51.5,0.333333333333333
"TMS13F1315P0008",1,5,1,NA,NA,219.9399,NA,1,NA,0.428571428571429
"TMEB419",1,1,5,NA,NA,217.8391,NA,5,NA,0.380952380952381
"TMEB419",1,2,2,NA,NA,272.4209,NA,2,NA,0.619047619047619
"TMEB419",1,3,1,NA,NA,215.7279,NA,1,NA,0.571428571428571
"TMEB419",1,4,2,NA,NA,291.9495,NA,2,NA,0.619047619047619
"TMEB419",1,5,3,NA,NA,290.6482,NA,3,NA,0.714285714285714
"TMS14F1291P0012",1,1,2,NA,NA,176.6499,NA,2,NA,0.380952380952381
"TMS14F1291P0012",1,2,3,6.41666666666667,203.025974025974,454.209,9.22162246363636,3,67.6753246753247,NA
"TMS14F1291P0012",1,3,1,NA,NA,196.3995,NA,1,NA,0.19047619047619
"TMS14F1291P0012",1,4,2,3.33333333333333,165,206.052,3.399858,2,82.5,0.142857142857143
"TMS14F1291P0012",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1196P0003",1,1,2,NA,NA,241.49,NA,2,NA,0.285714285714286
"TMS14F1196P0003",1,2,2,NA,NA,198.9839,NA,2,NA,0.0476190476190476
"TMS14F1196P0003",1,3,4,NA,NA,141.5447,NA,4,NA,0.19047619047619
"TMS14F1196P0003",1,4,1,NA,NA,230.6337,NA,1,NA,0.0476190476190476
"TMS14F1196P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1014P0016",1,1,1,3.35,93.8955223880597,238.76,2.24184949253731,1,93.8955223880597,NA
"TMS14F1014P0016",1,2,2,3.2,116,157.62713,1.828474708,2,58,0.285714285714286
"TMS14F1014P0016",1,3,1,3.61111111111111,62.2153846153846,163.3301,1.01616449907692,1,62.2153846153846,0.238095238095238
"TMS14F1014P0016",1,4,2,3.4375,102.909090909091,109.5127,1.12698524,2,51.4545454545455,0.333333333333333
"TMS14F1014P0016",1,5,2,3.46153846153846,103.333333333333,124.8553,1.29017143333333,2,51.6666666666667,0.285714285714286
"TMS14F1098P0013",1,1,1,NA,NA,NA,NA,1,NA,NA
"TMS14F1098P0013",1,2,2,NA,NA,189.4952,NA,2,NA,0.0952380952380952
"TMS14F1098P0013",1,3,2,NA,NA,143.8106,NA,2,NA,0.142857142857143
"TMS14F1098P0013",1,4,3,NA,NA,205.8752,NA,3,NA,0.333333333333333
"TMS14F1098P0013",1,5,1,3.19047619047619,96.4477611940299,260.0475,2.50809991791045,1,96.4477611940299,NA
"TMS14F1299P0007",1,1,2,NA,NA,214.645,NA,2,NA,0.380952380952381
"TMS14F1299P0007",1,2,2,NA,NA,237.486,NA,2,NA,0.333333333333333
"TMS14F1299P0007",1,3,2,NA,NA,200.0486,NA,2,NA,0.0476190476190476
"TMS14F1299P0007",1,4,1,NA,NA,247.951,NA,1,NA,0.142857142857143
"TMS14F1299P0007",1,5,3,NA,NA,242.5092,NA,3,NA,0.238095238095238
"TMS14F1306P0008",1,1,2,NA,NA,339.3852,NA,2,NA,0.476190476190476
"TMS14F1306P0008",1,2,1,NA,NA,256.96,NA,1,NA,0.476190476190476
"TMS14F1306P0008",1,3,2,NA,NA,340.6254,NA,2,NA,0.523809523809524
"TMS14F1306P0008",1,4,3,2.1875,260.142857142857,260.925,6.7877775,3,86.7142857142857,NA
"TMS14F1306P0008",1,5,2,NA,NA,147.24,NA,2,NA,NA
"TMS13F1049P0001",1,1,1,NA,NA,NA,NA,1,NA,0.428571428571429
"TMS13F1049P0001",1,2,NA,NA,NA,NA,NA,NA,NA,0.619047619047619
"TMS13F1049P0001",1,3,1,NA,NA,194.3975,NA,1,NA,0.0952380952380952
"TMS13F1049P0001",1,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1049P0001",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1126P0003",1,1,2,NA,NA,293.4328,NA,2,NA,0.238095238095238
"TMS13F1126P0003",1,2,2,NA,NA,236.3394,NA,2,NA,0.19047619047619
"TMS13F1126P0003",1,3,2,NA,NA,201.7412,NA,2,NA,0.0952380952380952
"TMS13F1126P0003",1,4,2,NA,NA,224.0817,NA,2,NA,0.0952380952380952
"TMS13F1126P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1159P0003",1,1,2,2.05882352941176,148,225.4103,3.33607244,2,74,0.380952380952381
"TMS14F1159P0003",1,2,2,NA,NA,180.884,NA,2,NA,0.0476190476190476
"TMS14F1159P0003",1,3,2,2.5,128,218.7855,2.8004544,2,64,0.333333333333333
"TMS14F1159P0003",1,4,2,3.75,106.666666666667,685.7975,7.31517333333333,2,53.3333333333333,0.333333333333333
"TMS14F1159P0003",1,5,3,NA,NA,173.695,NA,3,NA,0.380952380952381
"TMS14F1019P0015",1,1,1,3.07692307692308,49.5,194.3065,0.961817175,1,49.5,0.285714285714286
"TMS14F1019P0015",1,2,3,3.69230769230769,148.8125,158.953,2.36541933125,3,49.6041666666667,0.19047619047619
"TMS14F1019P0015",1,3,4,NA,NA,195.08,NA,4,NA,0.0952380952380952
"TMS14F1019P0015",1,4,1,2.89473684210526,93.1818181818182,219.1222,2.0418205,1,93.1818181818182,0.142857142857143
"TMS14F1019P0015",1,5,1,3.71428571428571,50.3076923076923,208.8028,1.05043870153846,1,50.3076923076923,0.19047619047619
"TMS14F1295P0012",1,1,1,3.05555555555556,67.6363636363636,174.2137,1.17831811636364,1,67.6363636363636,0.238095238095238
"TMS14F1295P0012",1,2,2,NA,NA,193.2405,NA,2,NA,0.238095238095238
"TMS14F1295P0012",1,3,1,3,62.6666666666667,217.0734,1.36032664,1,62.6666666666667,0.380952380952381
"TMS14F1295P0012",1,4,1,4,64,208.3205,1.3332512,1,64,NA
"TMS14F1295P0012",1,5,1,NA,NA,202.0896,NA,1,NA,0.0952380952380952
"TMS14F1300P0002",1,1,3,NA,NA,221.1788,NA,3,NA,0.428571428571429
"TMS14F1300P0002",1,2,NA,NA,NA,NA,NA,NA,NA,0.380952380952381
"TMS14F1300P0002",1,3,3,NA,NA,199.7119,NA,3,NA,0.571428571428571
"TMS14F1300P0002",1,4,1,NA,NA,190.712,NA,1,NA,0.285714285714286
"TMS14F1300P0002",1,5,3,NA,NA,244.3838,NA,3,NA,0.428571428571429
"TMS14F1287P0008",1,1,1,NA,NA,318.138,NA,1,NA,NA
"TMS14F1287P0008",1,2,2,NA,NA,297.2652,NA,2,NA,0.428571428571429
"TMS14F1287P0008",1,3,2,NA,NA,312.1593,NA,2,NA,0.333333333333333
"TMS14F1287P0008",1,4,2,NA,NA,246.4404,NA,2,NA,0.333333333333333
"TMS14F1287P0008",1,5,2,2.76190476190476,189.379310344828,350.6757,6.64107222206897,2,94.6896551724138,0.380952380952381
"TMS14F1146P0002",2,1,3,NA,NA,132.745,NA,3,NA,0.428571428571429
"TMS14F1146P0002",2,2,2,NA,NA,120.46,NA,2,NA,0.142857142857143
"TMS14F1146P0002",2,3,3,NA,NA,174.93,NA,3,NA,NA
"TMS14F1146P0002",2,4,1,NA,NA,147.5325,NA,1,NA,0.142857142857143
"TMS14F1146P0002",2,5,2,NA,NA,230.622,NA,2,NA,0.142857142857143
"TMS13F1315P0008",2,1,1,NA,NA,240.45,NA,1,NA,0.238095238095238
"TMS13F1315P0008",2,2,1,2.89473684210526,63,206.52,1.301076,1,63,0.285714285714286
"TMS13F1315P0008",2,3,3,NA,NA,NA,NA,3,NA,0.238095238095238
"TMS13F1315P0008",2,4,1,6.875,98,257.3422,2.52195356,1,98,0.142857142857143
"TMS13F1315P0008",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1014P0016",2,1,1,3.125,60.2,107.889,0.64949178,1,60.2,0.19047619047619
"TMS14F1014P0016",2,2,1,3.92857142857143,57,123.567,0.7043319,1,57,0.0476190476190476
"TMS14F1014P0016",2,3,2,2.66666666666667,120.75,105.237,1.270736775,2,60.375,0.19047619047619
"TMS14F1014P0016",2,4,5,3.64285714285714,289.21568627451,139.44,4.03282352941177,5,57.843137254902,0.142857142857143
"TMS14F1014P0016",2,5,2,3.5,80.2857142857143,122.202,0.981107485714286,2,40.1428571428571,0.19047619047619
"TMS14F1125P0010",2,1,3,4.28571428571429,165.5,185.8435,3.075709925,3,55.1666666666667,0.142857142857143
"TMS14F1125P0010",2,2,2,3.05555555555556,135.272727272727,164.4949,2.22516737454545,2,67.6363636363636,0.142857142857143
"TMS14F1125P0010",2,3,2,4,134.5,198.265,2.66666425,2,67.25,0.285714285714286
"TMS14F1125P0010",2,4,2,3.92857142857143,119.090909090909,176.425,2.10106136363636,2,59.5454545454545,0.142857142857143
"TMS14F1125P0010",2,5,4,3.75,352,184.8425,6.506456,4,88,NA
"TMS14F1291P0012",2,1,3,3.40909090909091,247.6,239.28,5.9245728,3,82.5333333333333,0.142857142857143
"TMS14F1291P0012",2,2,2,NA,NA,219.39,NA,2,NA,0.19047619047619
"TMS14F1291P0012",2,3,2,NA,NA,155.495,NA,2,NA,0.333333333333333
"TMS14F1291P0012",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1291P0012",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1287P0008",2,1,3,NA,NA,300.458,NA,3,NA,0.476190476190476
"TMS14F1287P0008",2,2,3,NA,NA,155.04,NA,3,NA,0.476190476190476
