Clone,CB_3Min,CB_3Msev,CGM_1sev,CGM_2sev,CMO_1Min,CMO_3Min,CMO_1Msev,CMO_3Msev
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,1,2,4,NA,NA,0,NA,1
TMS14F1285P0017,1,2,3,NA,NA,0,NA,1
TMS14F1287P0008,0,1,NA,NA,0,0,1,1
TMS14F1287P0008,0,1,NA,NA,0,0,1,1
TMS14F1287P0008,0,1,NA,NA,0,0,1,1
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,0.15,2,NA,NA,0,0,1,1
TMS14F1287P0008,0.57,2,NA,NA,0,0,1,1
TMS14F1287P0008,0.3,3,NA,NA,0,0,1,1
TMS14F1287P0008,0,1,3,2,0,0,1,1
TMS14F1287P0008,0,1,4,2,0,0.1,1,3
TMS14F1287P0008,0,1,4,2,0,0,1,1
TMS14F1287P0008,1,3,4,NA,0.1,0.1,3,3
TMS14F1287P0008,0.5,3,4,NA,0.1,0.2,3,3
TMS14F1287P0008,0.8,3,3,NA,0.2,0.3,4,3
TMS14F1287P0008,0.56,3,NA,NA,0,0,1,1
TMS14F1287P0008,0.78,3,NA,NA,0,0,1,1
TMS14F1287P0008,0.56,3,NA,NA,0,0,1,1
TMS14F1287P0008,0,1,NA,NA,0,0.08,1,2
TMS14F1287P0008,0,1,NA,NA,0,0.08,1,3
TMS14F1287P0008,0.26,2,NA,NA,0,0,1,1
TMS14F1287P0008,0,1,3,2,0,0,2,1
TMS14F1287P0008,0,1,3,2,0.1,0.1,2,3
TMS14F1287P0008,0,1,4,2,0,0,1,1
TMS14F1287P0008,0.28,2,1,NA,0,0,1,1
TMS14F1287P0008,0.31,2,1,NA,0,0,NA,1
TMS14F1287P0008,0,1,2,NA,0.03,0,3,1
TMS14F1287P0008,0.4,2,4,NA,0,0,1,1
TMS14F1287P0008,0.3,2,4,NA,0,0,1,1
TMS14F1287P0008,0.1,2,4,NA,0,0,1,1
TMS14F1287P0008,0.65,2,2,2,0,0,1,1
TMS14F1287P0008,1,2,2,3,0.13,0.07,2,3
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,1,2,3,NA,NA,0,NA,1
TMS14F1287P0008,1,2,4,NA,NA,0,NA,1
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1287P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,0,1,NA,NA,0.54,0.67,4,4
TMS14F1288P0008,0,1,NA,NA,0.67,0.59,4,4
TMS14F1288P0008,0,1,NA,NA,0.36,0.54,4,4
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,0.2,2,5,2,1,1,5,3
TMS14F1288P0008,0,1,4,2,1,1,5,3
TMS14F1288P0008,0,1,3,2,1,1,5,3
TMS14F1288P0008,0.2,2,4,NA,1,1,4,5
TMS14F1288P0008,0.3,2,4,NA,1,1,4,5
TMS14F1288P0008,0.7,3,3,NA,0.9,0.8,4,4
TMS14F1288P0008,0.54,2,NA,NA,0.97,0.91,4,4
TMS14F1288P0008,0.31,2,NA,NA,0.94,0.97,4,4
TMS14F1288P0008,0,1,NA,NA,0,0,1,1
TMS14F1288P0008,0,1,NA,NA,0.83,0.96,4,4
TMS14F1288P0008,0,1,NA,NA,0.97,1,4,4
TMS14F1288P0008,0,1,NA,NA,1,0.94,4,4
TMS14F1288P0008,0.2,2,4,2,1,1,3,3
TMS14F1288P0008,0,1,4,2,0.9,1,3,3
TMS14F1288P0008,0,1,4,2,0.9,1,3,3
TMS14F1288P0008,0,1,1,NA,0.88,0.35,4,4
TMS14F1288P0008,0.34,2,2,NA,1,0.86,4,3
TMS14F1288P0008,0,1,3,NA,1,0.76,4,3
TMS14F1288P0008,0.6,3,4,NA,0,0,1,1
TMS14F1288P0008,0.2,2,4,NA,0,0,1,1
TMS14F1288P0008,0.2,2,4,NA,0,0,1,1
TMS14F1288P0008,0.45,2,5,4,0.57,0.6,4,3
TMS14F1288P0008,0.69,2,5,2,0.95,0.98,5,3
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,1,2,3,NA,NA,1,NA,3
TMS14F1288P0008,1,2,4,NA,NA,1,NA,3
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1288P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,0.36,2,NA,NA,0,0,1,1
TMS14F1291P0003,0.32,3,NA,NA,0,0,1,1
TMS14F1291P0003,0.08,2,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,4,2,0,0,1,1
TMS14F1291P0003,0,1,4,2,0,0,1,1
TMS14F1291P0003,0,1,4,2,0,0,1,1
TMS14F1291P0003,0.9,3,4,NA,0,0,1,1
TMS14F1291P0003,0.9,3,4,NA,0,0,1,1
TMS14F1291P0003,0.5,3,3,NA,0,0,1,1
TMS14F1291P0003,0.33,3,NA,NA,0,0,1,1
TMS14F1291P0003,0.16,2,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,NA,NA,0,0,1,1
TMS14F1291P0003,0,1,3,2,0,0,1,1
TMS14F1291P0003,0,1,3,2,0,0,1,1
TMS14F1291P0003,0,1,3,2,0,0,1,1
TMS14F1291P0003,0.17,2,2,NA,0,0,1,1
TMS14F1291P0003,0,1,4,NA,0,0,1,1
TMS14F1291P0003,0,1,3,NA,0,0,1,1
TMS14F1291P0003,0.6,2,4,NA,0,0,1,1
TMS14F1291P0003,0.6,2,4,NA,0,0,1,1
TMS14F1291P0003,0.1,2,4,NA,0,0,1,1
TMS14F1291P0003,0.5,2,2,3,0,0,1,1
TMS14F1291P0003,0.6,2,5,2,0,0,1,1
TMS14F1291P0003,0.5,2,2,4,0,0,1,1
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,1,2,3,NA,NA,0,NA,1
TMS14F1291P0003,1,2,4,NA,NA,0,NA,1
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,1,2,NA,NA,0,0,1,1
TMS14F1291P0011,0.6,2,NA,NA,0,0,1,1
TMS14F1291P0011,0.75,2,NA,NA,0,0,1,1
TMS14F1291P0011,1,3,3,NA,0,0,1,1
TMS14F1291P0011,0.89,3,3,NA,0,0,1,1
TMS14F1291P0011,0.78,3,4,NA,0,0,1,1
TMS14F1291P0011,0.24,2,NA,NA,0,0,1,1
TMS14F1291P0011,0.29,2,NA,NA,0,0,1,1
TMS14F1291P0011,0.2,2,NA,NA,0,0,1,1
TMS14F1291P0011,1,2,4,2,0,0,1,1
TMS14F1291P0011,1,2,5,2,0,0,1,1
TMS14F1291P0011,1,2,4,2,0,0,1,1
TMS14F1291P0011,0.5,3,5,NA,0,0,1,1
TMS14F1291P0011,0.7,3,4,NA,0,0,1,1
TMS14F1291P0011,0.3,3,4,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,0,1,NA,NA,0,0,1,1
TMS14F1291P0011,1,2,2,NA,0,0,1,1
TMS14F1291P0011,1,2,2,NA,0,0,1,1
TMS14F1291P0011,1,2,2,NA,0,0,1,1
TMS14F1291P0011,0,1,3,NA,0,0,1,1
TMS14F1291P0011,0,1,2,NA,0,0,1,1
TMS14F1291P0011,0.17,3,2,NA,0,0,1,1
TMS14F1291P0011,0,1,2,4,0,0,1,1
TMS14F1291P0011,0,1,3,4,0,0,1,1
TMS14F1291P0011,0,1,2,3,0,0,1,1
TMS14F1291P0011,0.43,2,4,4,0,0,1,1
TMS14F1291P0011,0.37,2,2,2,0,0,1,1
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,0.97,3,3,NA,0,0,1,1
TMS14F1291P0011,0.83,3,3,NA,0,0,1,1
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0011,1,2,3,NA,NA,0,NA,1
TMS14F1291P0011,1,2,4,NA,NA,0,NA,1
TMS14F1291P0012,0,1,NA,NA,0.02,0.02,2,3
TMS14F1291P0012,0,1,NA,NA,0.02,0,2,1
TMS14F1291P0012,0,1,NA,NA,0,0,1,1
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,0.41,2,NA,NA,0,0,1,1
TMS14F1291P0012,0.46,2,NA,NA,0,0,1,1
TMS14F1291P0012,0.68,2,NA,NA,0,0,1,1
TMS14F1291P0012,0,1,5,2,0,0,1,1
TMS14F1291P0012,0,1,5,2,0,0.1,1,3
TMS14F1291P0012,0,1,5,2,0,0.1,1,2
TMS14F1291P0012,0.5,3,4,NA,0.2,0.2,3,3
TMS14F1291P0012,0.2,3,4,NA,0.1,0.1,3,3
TMS14F1291P0012,0.6,3,3,NA,0.1,0,3,1
TMS14F1291P0012,0,1,NA,NA,0.19,0.34,3,3
TMS14F1291P0012,0,1,NA,NA,0,0.21,1,3
TMS14F1291P0012,0,1,NA,NA,0,0,1,1
TMS14F1291P0012,0,1,NA,NA,0.18,0.11,3,3
TMS14F1291P0012,0,1,NA,NA,0.19,0.17,3,2
TMS14F1291P0012,0,1,NA,NA,0,0,1,1
TMS14F1291P0012,0,1,3,2,0,0,1,1
TMS14F1291P0012,0,1,4,2,0,0.1,1,3
TMS14F1291P0012,0,1,4,2,0,0.1,1,2
TMS14F1291P0012,0,1,2,NA,0.14,0,3,1
TMS14F1291P0012,0,1,3,NA,0,0,1,1
TMS14F1291P0012,0,1,3,NA,0,0.2,1,1
TMS14F1291P0012,0.1,2,4,NA,0,0,1,1
TMS14F1291P0012,0.2,2,4,NA,0,0,1,1
TMS14F1291P0012,0.2,2,4,NA,0,0,1,1
TMS14F1291P0012,1,2,2,2,0,0,1,1
TMS14F1291P0012,0.5,2,2,2,0,0,1,1
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,1,2,3,NA,NA,0,NA,1
TMS14F1291P0012,1,2,4,NA,NA,0,NA,1
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1291P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0.63,2,NA,NA,0,0,1,1
TMS14F1292P0012,0.87,2,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,5,2,0,0,1,1
TMS14F1292P0012,0,1,2,NA,0,0,1,1
TMS14F1292P0012,0.1,2,4,2,0,0,1,1
TMS14F1292P0012,0.5,2,3,NA,0,0,1,1
TMS14F1292P0012,0.5,2,4,NA,0,0,1,1
TMS14F1292P0012,0.6,2,3,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,NA,NA,0,0,1,1
TMS14F1292P0012,0,1,3,2,0,0,1,1
TMS14F1292P0012,0,1,4,2,0,0,1,1
TMS14F1292P0012,0.1,2,4,2,0,0,1,1
TMS14F1292P0012,0,1,2,NA,0,0,1,1
TMS14F1292P0012,0,1,4,NA,0,0,1,1
TMS14F1292P0012,NA,2,2,NA,0,NA,1,5
TMS14F1292P0012,0.1,2,4,NA,0,0,1,1
TMS14F1292P0012,0.1,2,4,NA,0,0,1,1
TMS14F1292P0012,0,1,4,NA,0,0,1,1
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,1,2,4,NA,NA,0,NA,1
TMS14F1292P0012,1,2,3,NA,NA,0,NA,1
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1292P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,0,1,NA,NA,0.82,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,0.46,2,NA,NA,0,0,1,1
TMS14F1295P0012,0.34,3,NA,NA,0,0,1,1
TMS14F1295P0012,0.39,2,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,4,2,0,0,1,1
TMS14F1295P0012,0.1,2,5,2,0,0,1,1
TMS14F1295P0012,0,1,4,2,0,0,1,1
TMS14F1295P0012,0.8,3,4,NA,0,0,1,1
TMS14F1295P0012,0.5,2,4,NA,0,0,1,1
TMS14F1295P0012,0.5,3,3,NA,0.1,0.1,3,3
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,NA,NA,0,0.09,1,2
TMS14F1295P0012,0,1,NA,NA,0,0,1,1
TMS14F1295P0012,0,1,3,2,0,0,1,1
TMS14F1295P0012,0.1,2,3,2,0,0,1,1
TMS14F1295P0012,0,1,3,2,0,0,1,1
TMS14F1295P0012,0,1,2,NA,0,0,1,1
TMS14F1295P0012,0,1,2,NA,0,0,1,1
TMS14F1295P0012,0,1,2,NA,0,0,1,1
TMS14F1295P0012,0.6,3,4,NA,0,0,1,1
TMS14F1295P0012,0.1,3,4,NA,0,0,1,1
TMS14F1295P0012,0,2,3,NA,0,0,1,1
TMS14F1295P0012,0.38,2,2,2,0.03,0,2,1
TMS14F1295P0012,0.5,2,2,2,0,0,1,1
TMS14F1295P0012,0.69,2,2,2,0,0,1,1
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,1,2,2,NA,NA,0,NA,1
TMS14F1295P0012,1,2,3,NA,NA,0,NA,1
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1295P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,0.84,2,NA,NA,0,0,1,1
TMS14F1297P0019,1,2,NA,NA,0,0,1,1
TMS14F1297P0019,1,2,NA,NA,0,0,1,1
TMS14F1297P0019,0.64,3,2,NA,0,0,1,1
TMS14F1297P0019,0.69,3,2,NA,0,0,1,1
TMS14F1297P0019,0.91,3,3,NA,0,0,1,1
TMS14F1297P0019,0.2,2,NA,NA,0,0,1,1
TMS14F1297P0019,0.43,2,NA,NA,0,0,1,1
TMS14F1297P0019,0.31,2,NA,NA,0,0,1,1
TMS14F1297P0019,1,2,5,2,0,0,1,2
TMS14F1297P0019,1,2,2,2,0,0,1,1
TMS14F1297P0019,1,2,4,2,0,0,1,1
TMS14F1297P0019,0.4,3,3,NA,0,0,1,1
TMS14F1297P0019,0.9,3,3,NA,0,0,1,1
TMS14F1297P0019,0.6,3,3,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,0,1,NA,NA,0,0,1,1
TMS14F1297P0019,1,2,2,NA,0,0,1,2
TMS14F1297P0019,1,2,2,NA,0,0,1,1
TMS14F1297P0019,1,2,2,NA,0,0,1,1
TMS14F1297P0019,0,1,2,NA,0,0,1,1
TMS14F1297P0019,0,1,2,NA,0,0,1,1
TMS14F1297P0019,0.26,2,2,NA,0,0,1,1
TMS14F1297P0019,0.1,2,2,3,0,0,1,1
TMS14F1297P0019,0,1,1,4,0.1,0,2,1
TMS14F1297P0019,0,1,2,4,0,0,1,1
TMS14F1297P0019,0.56,2,4,1,0,0,1,1
TMS14F1297P0019,0.5,2,2,2,0,0,1,1
TMS14F1297P0019,0.48,2,2,3,0,0,1,1
TMS14F1297P0019,0.88,2,2,NA,0,0,1,1
TMS14F1297P0019,1,2,3,NA,0,0,1,1
TMS14F1297P0019,1,2,2,NA,0,0,1,1
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1297P0019,1,2,4,NA,NA,0,NA,1
TMS14F1297P0019,1,2,3,NA,NA,0,NA,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,0.36,3,NA,NA,0,0,1,1
TMS14F1299P0007,0.43,3,NA,NA,0,0,1,1
TMS14F1299P0007,0.75,2,NA,NA,0,0,1,1
TMS14F1299P0007,0.1,2,4,2,0,0,1,1
TMS14F1299P0007,0,1,3,2,0,0,1,1
TMS14F1299P0007,0,1,3,2,0,0,1,1
TMS14F1299P0007,0.5,3,4,NA,0,0,1,1
TMS14F1299P0007,0.5,3,3,NA,0,0,1,1
TMS14F1299P0007,0.8,3,3,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0.25,2,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0,1,NA,NA,0,0,1,1
TMS14F1299P0007,0.1,2,3,2,0,0,1,1
TMS14F1299P0007,0,1,3,2,0,0,1,1
TMS14F1299P0007,0,1,3,2,0,0,1,1
TMS14F1299P0007,0,1,2,NA,0,0,1,1
TMS14F1299P0007,0,1,2,NA,0,0,1,1
TMS14F1299P0007,0.21,2,2,NA,0,0,1,1
TMS14F1299P0007,0.6,2,4,NA,0,0,1,1
TMS14F1299P0007,0.3,2,4,NA,0,0,1,1
TMS14F1299P0007,0.2,2,4,NA,0,0,1,1
TMS14F1299P0007,0.57,2,5,4,0,0,1,1
TMS14F1299P0007,0.69,2,2,3,0,0,1,1
TMS14F1299P0007,0.6,2,3,4,0,0,1,1
