Clone,CB_3Min,CB_3Msev,CGM_1sev,CGM_2sev,CMO_1Min,CMO_3Min,CMO_1Msev,CMO_3Msev
TMS14F1195P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0004,1,2,4,NA,NA,0,NA,1
TMS14F1195P0004,1,2,4,NA,NA,0.1,NA,2
TMS14F1195P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,0.9,2,NA,NA,0,0,1,1
TMS14F1195P0005,0.72,2,NA,NA,0,0,1,1
TMS14F1195P0005,1,2,NA,NA,0,0,1,1
TMS14F1195P0005,0.89,3,2,NA,0,0,1,1
TMS14F1195P0005,0.75,3,2,NA,0,0,1,1
TMS14F1195P0005,0.58,3,3,NA,0,0,1,1
TMS14F1195P0005,1,2,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,0.21,2,NA,NA,0,0,1,1
TMS14F1195P0005,1,2,4,2,0,0,1,1
TMS14F1195P0005,1,2,4,2,0,0,1,1
TMS14F1195P0005,1,2,4,2,0,0,1,1
TMS14F1195P0005,0.2,2,4,NA,0,0,1,1
TMS14F1195P0005,0.3,3,4,NA,0,0,1,1
TMS14F1195P0005,0.5,3,4,NA,0,0,1,1
TMS14F1195P0005,0.3,2,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,0,1,NA,NA,0,0,1,1
TMS14F1195P0005,1,2,2,NA,0,0,1,1
TMS14F1195P0005,1,2,2,NA,0,0,1,1
TMS14F1195P0005,1,2,2,NA,0,0,2,1
TMS14F1195P0005,0,1,2,NA,0,0,1,1
TMS14F1195P0005,0,1,2,NA,0,0,1,1
TMS14F1195P0005,0,1,2,NA,0,0,1,1
TMS14F1195P0005,0,1,1,5,0,0,1,1
TMS14F1195P0005,0,1,3,4,0,0,1,1
TMS14F1195P0005,0.2,2,2,4,0,0,1,1
TMS14F1195P0005,0.41,2,2,4,0,0,1,1
TMS14F1195P0005,0.37,2,2,4,0,0,1,1
TMS14F1195P0005,0.45,2,2,3,0,0,1,1
TMS14F1195P0005,1,2,5,NA,0,0,1,1
TMS14F1195P0005,0.8,2,3,NA,0,0,1,1
TMS14F1195P0005,1,2,3,NA,0,0,1,1
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1195P0005,1,2,4,NA,NA,0,NA,1
TMS14F1195P0005,1,2,3,NA,NA,0,NA,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,0.52,2,NA,NA,0,0,1,1
TMS14F1196P0003,0.86,2,NA,NA,0,0,1,1
TMS14F1196P0003,0.68,2,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,4,2,0,0,1,1
TMS14F1196P0003,0,2,5,2,0,0,1,1
TMS14F1196P0003,0,1,5,2,0,0,1,1
TMS14F1196P0003,0.6,3,4,NA,0,0,1,1
TMS14F1196P0003,0.5,3,4,NA,0,0,1,1
TMS14F1196P0003,0.7,3,3,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,NA,NA,0,0,1,1
TMS14F1196P0003,0,1,3,2,0,0,1,1
TMS14F1196P0003,0,2,4,2,0,0,1,1
TMS14F1196P0003,0,1,3,2,0,0,1,1
TMS14F1196P0003,0,1,2,NA,0,0,1,1
TMS14F1196P0003,0,1,2,NA,0,0,1,1
TMS14F1196P0003,0,1,2,NA,0,0,1,1
TMS14F1196P0003,0.4,2,4,NA,0,0,1,1
TMS14F1196P0003,0.4,2,4,NA,0,0,1,1
TMS14F1196P0003,0.1,2,4,NA,0,0,1,1
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,1,2,2,NA,NA,0,NA,1
TMS14F1196P0003,1,2,3,NA,NA,0,NA,1
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1196P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,1,2,NA,NA,0,0,1,1
TMS14F1208P0007,1,2,NA,NA,0,0,1,1
TMS14F1208P0007,0.95,2,NA,NA,0,0,1,1
TMS14F1208P0007,0.8,3,2,NA,0,0,1,1
TMS14F1208P0007,0.71,2,2,NA,0,0,1,1
TMS14F1208P0007,0.76,3,2,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0.55,2,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0.5,2,3,2,0,0,1,2
TMS14F1208P0007,1,2,4,2,0,0,1,3
TMS14F1208P0007,1,2,4,2,0,0,1,1
TMS14F1208P0007,0.2,3,5,NA,0,0,1,1
TMS14F1208P0007,0.6,3,4,NA,0,0,1,1
TMS14F1208P0007,1,3,4,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0.5,2,3,NA,0,0,1,2
TMS14F1208P0007,1,2,2,NA,0,0,1,3
TMS14F1208P0007,1,2,2,NA,0,0,1,1
TMS14F1208P0007,0,1,NA,NA,0,0,1,1
TMS14F1208P0007,0,1,2,NA,0,0,1,1
TMS14F1208P0007,0,1,2,NA,0,0,1,1
TMS14F1208P0007,0,1,4,4,0,0,1,1
TMS14F1208P0007,0,1,4,4,0,0,1,1
TMS14F1208P0007,0,1,4,4,0,0,1,1
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1208P0007,1,2,4,NA,NA,0,NA,1
TMS14F1208P0007,1,2,4,NA,NA,0,NA,1
TMS14F1223P0007,0.67,2,NA,NA,0.07,0,3,1
TMS14F1223P0007,1,2,NA,NA,0,0,1,1
TMS14F1223P0007,1,2,NA,NA,0,0,1,1
TMS14F1223P0007,0.94,2,2,NA,0,0,1,1
TMS14F1223P0007,0.89,2,3,NA,0,0,1,1
TMS14F1223P0007,0.75,3,4,NA,0,0,1,1
TMS14F1223P0007,0.57,2,NA,NA,0,0,1,1
TMS14F1223P0007,0.2,2,NA,NA,0,0,1,1
TMS14F1223P0007,0.28,2,NA,NA,0,0,1,1
TMS14F1223P0007,1,3,5,2,0,0,4,3
TMS14F1223P0007,1,2,4,2,0,0,1,1
TMS14F1223P0007,1,2,3,2,0,0,1,3
TMS14F1223P0007,0.4,2,4,NA,0.1,0.2,3,3
TMS14F1223P0007,0.4,2,4,NA,0,0,3,2
TMS14F1223P0007,0.3,3,4,NA,0.1,0,3,1
TMS14F1223P0007,0,1,NA,NA,0,0,1,1
TMS14F1223P0007,0,1,NA,NA,0,0,1,1
TMS14F1223P0007,0,1,NA,NA,0.06,0,2,1
TMS14F1223P0007,0,1,NA,NA,0,0.22,1,3
TMS14F1223P0007,0,1,NA,NA,0,0.17,1,3
TMS14F1223P0007,NA,NA,NA,NA,0.06,NA,2,NA
TMS14F1223P0007,1,3,2,NA,0,0,1,3
TMS14F1223P0007,1,2,2,NA,0,0,2,1
TMS14F1223P0007,1,2,3,NA,0,0,1,3
TMS14F1223P0007,0.24,2,2,NA,0,0,1,1
TMS14F1223P0007,0.22,2,2,NA,0.09,0,3,1
TMS14F1223P0007,0.18,2,2,NA,0.12,0,3,1
TMS14F1223P0007,0.3,2,2,4,0,0,1,1
TMS14F1223P0007,0,1,1,4,0,0,1,1
TMS14F1223P0007,0,1,2,4,0,0,1,1
TMS14F1223P0007,0.38,2,2,2,0,0,1,1
TMS14F1223P0007,0.53,2,2,2,0,0,1,1
TMS14F1223P0007,0.45,2,2,3,0,0,1,1
TMS14F1223P0007,0.8,2,3,NA,0,0,1,1
TMS14F1223P0007,1,2,3,NA,0.08,0,3,1
TMS14F1223P0007,1,2,3,NA,0,0,1,1
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1223P0007,1,2,4,NA,NA,0,NA,1
TMS14F1223P0007,1,2,3,NA,NA,0,NA,1
TMS14F1224P0004,1,2,NA,NA,0,0,1,1
TMS14F1224P0004,1,2,NA,NA,0,0,1,1
TMS14F1224P0004,0.97,2,NA,NA,0,0,1,1
TMS14F1224P0004,1,3,2,NA,0,0,1,1
TMS14F1224P0004,0.97,3,3,NA,0,0,1,1
TMS14F1224P0004,0.89,3,2,NA,0,0,1,1
TMS14F1224P0004,1,2,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0.05,2,NA,NA,NA,0,NA,1
TMS14F1224P0004,1,2,2,2,0,0,1,1
TMS14F1224P0004,1,2,3,2,0,0,1,1
TMS14F1224P0004,1,2,3,2,0,0,1,1
TMS14F1224P0004,0,1,5,NA,0,0,1,1
TMS14F1224P0004,0.4,3,5,NA,0,0,1,1
TMS14F1224P0004,0.5,2,4,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,1,2,2,NA,0,0,1,1
TMS14F1224P0004,1,2,2,NA,0,0,1,1
TMS14F1224P0004,1,2,2,NA,0,0,1,1
TMS14F1224P0004,0,1,NA,NA,0,0,1,1
TMS14F1224P0004,0,1,2,NA,0,0,1,1
TMS14F1224P0004,0.15,2,3,NA,0,0,1,1
TMS14F1224P0004,0,1,3,3,0,0,1,1
TMS14F1224P0004,0,1,4,3,0,0,1,1
TMS14F1224P0004,0,1,3,4,0,0,1,1
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1224P0004,1,2,5,NA,NA,0,NA,1
TMS14F1224P0004,1,2,4,NA,NA,0,NA,1
TMS14F1262P0002,0.97,2,NA,NA,0,0,1,1
TMS14F1262P0002,1,2,NA,NA,0,0,1,1
TMS14F1262P0002,1,2,NA,NA,0,0,1,1
TMS14F1262P0002,0.94,3,2,NA,0,0,1,1
TMS14F1262P0002,0.89,3,3,NA,0,0,1,1
TMS14F1262P0002,0.58,3,3,NA,0,0,1,1
TMS14F1262P0002,1,2,NA,NA,0,0,1,1
TMS14F1262P0002,0.37,2,NA,NA,0,0,1,1
TMS14F1262P0002,0.25,2,NA,NA,0,0,1,1
TMS14F1262P0002,1,2,4,2,0,0,1,1
TMS14F1262P0002,1,2,4,2,0,0,1,1
TMS14F1262P0002,1,2,2,2,0,0,1,1
TMS14F1262P0002,0.1,2,4,NA,0,0,1,1
TMS14F1262P0002,0.5,3,3,NA,0,0,1,1
TMS14F1262P0002,0.6,3,4,NA,0,0,1,1
TMS14F1262P0002,0,1,NA,NA,0,0,1,1
TMS14F1262P0002,0.22,2,NA,NA,0,0,1,1
TMS14F1262P0002,0,1,NA,NA,0,0,1,1
TMS14F1262P0002,0,1,NA,NA,0,0,1,1
TMS14F1262P0002,0,1,NA,NA,0,0,1,1
TMS14F1262P0002,0,1,NA,NA,0,0,1,1
TMS14F1262P0002,1,2,2,NA,0,0,1,1
TMS14F1262P0002,1,2,2,NA,0,0,1,1
TMS14F1262P0002,1,2,2,NA,0,0,1,1
TMS14F1262P0002,NA,NA,NA,NA,0,NA,1,NA
TMS14F1262P0002,0,1,2,NA,0,0,1,1
TMS14F1262P0002,0,1,2,NA,0,0,1,1
TMS14F1262P0002,0.2,2,1,3,0.1,0,2,1
TMS14F1262P0002,0,1,1,4,0,0,1,1
TMS14F1262P0002,0,1,2,4,0,0,1,1
TMS14F1262P0002,0.38,2,2,2,0,0,1,1
TMS14F1262P0002,0.45,2,3,2,0,0,1,1
TMS14F1262P0002,0.4,2,3,2,0,0,1,1
TMS14F1262P0002,1,2,3,NA,0,0,1,1
TMS14F1262P0002,1,2,3,NA,0,0,1,1
TMS14F1262P0002,1,2,3,NA,0,0,1,1
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1262P0002,1,2,3,NA,NA,0,NA,1
TMS14F1262P0002,1,3,3,NA,NA,0,NA,1
TMS14F1278P0003,0,1,NA,NA,0.14,0.07,2,3
TMS14F1278P0003,0,1,NA,NA,0.22,0.17,3,3
TMS14F1278P0003,0,1,NA,NA,0.13,0.1,3,3
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,0.36,3,NA,NA,0,0,1,1
TMS14F1278P0003,0.33,2,NA,NA,0,0,1,1
TMS14F1278P0003,0,1,4,2,0,0.1,1,3
TMS14F1278P0003,0,1,4,2,0.1,0.2,3,3
TMS14F1278P0003,0,1,4,2,0.1,0.1,4,3
TMS14F1278P0003,0.5,3,4,NA,0.4,0.3,3,3
TMS14F1278P0003,0.3,3,4,NA,0.2,0.1,3,3
TMS14F1278P0003,0.5,3,3,NA,0.1,0,3,1
TMS14F1278P0003,0.22,2,NA,NA,0.09,0,3,1
TMS14F1278P0003,0,1,NA,NA,0.18,0.24,3,3
TMS14F1278P0003,0,1,NA,NA,0.17,0,3,1
TMS14F1278P0003,0,1,NA,NA,0,0.17,1,3
TMS14F1278P0003,0,1,NA,NA,0.09,0.24,3,3
TMS14F1278P0003,0,1,NA,NA,0.06,0,3,1
TMS14F1278P0003,0,1,3,2,0,0.1,2,3
TMS14F1278P0003,0,1,4,2,0,0.2,1,3
TMS14F1278P0003,0,1,4,2,0,0.1,1,3
TMS14F1278P0003,0,1,2,NA,0.06,0,3,1
TMS14F1278P0003,0,1,2,NA,0,0,3,1
TMS14F1278P0003,0,1,2,NA,0.14,0,3,1
TMS14F1278P0003,0.7,2,4,NA,0,0,1,1
TMS14F1278P0003,0.1,2,4,NA,0,0,1,1
TMS14F1278P0003,NA,2,4,NA,0,0,1,1
TMS14F1278P0003,0.54,2,2,3,0,0,1,1
TMS14F1278P0003,0.63,2,2,2,0,0,1,1
TMS14F1278P0003,0.53,2,2,3,0,0,1,1
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,1,2,4,NA,NA,0,NA,1
TMS14F1278P0003,1,2,4,NA,NA,0,NA,1
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1278P0003,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,0,1,4,2,0,0,1,2
TMS14F1285P0006,0,1,4,2,0,0,1,1
TMS14F1285P0006,0,1,3,2,0,0,1,1
TMS14F1285P0006,0.7,3,4,NA,0,0,1,1
TMS14F1285P0006,0.6,3,3,NA,0,0,1,1
TMS14F1285P0006,0.6,3,3,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0.27,2,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,NA,NA,0,0.17,1,3
TMS14F1285P0006,0,1,NA,NA,0,0,1,1
TMS14F1285P0006,0,1,3,2,0,0,1,2
TMS14F1285P0006,0,1,3,2,0,0,1,1
TMS14F1285P0006,0,1,4,2,0,0,1,1
TMS14F1285P0006,0.33,3,2,NA,0,0,1,1
TMS14F1285P0006,0.38,2,2,NA,0,0,1,1
TMS14F1285P0006,0.5,3,2,NA,0,0,1,1
TMS14F1285P0006,0.5,2,4,NA,0,0,1,1
TMS14F1285P0006,0,2,4,NA,0,0,1,1
TMS14F1285P0006,0.1,2,4,NA,0,0,1,1
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,1,2,4,NA,NA,0,NA,1
TMS14F1285P0006,1,2,3,NA,NA,0,NA,1
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0006,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,0.76,2,NA,NA,0,0,1,1
TMS14F1285P0017,1,2,NA,NA,0,0,1,1
TMS14F1285P0017,1,2,NA,NA,0,0,1,1
TMS14F1285P0017,0.89,3,2,NA,0,0,1,1
TMS14F1285P0017,0.33,3,2,NA,0,0,1,1
TMS14F1285P0017,0.78,3,2,NA,0,0,1,1
TMS14F1285P0017,1,2,NA,NA,0,0,1,1
TMS14F1285P0017,0.38,2,NA,NA,0,0,1,1
TMS14F1285P0017,0.34,2,NA,NA,0,0,1,1
TMS14F1285P0017,1,2,4,3,0,0,1,1
TMS14F1285P0017,1,2,4,2,0,0,1,1
TMS14F1285P0017,1,2,3,2,0,0,1,1
TMS14F1285P0017,0.4,3,4,NA,0,0,1,1
TMS14F1285P0017,0.5,3,3,NA,0,0,1,1
TMS14F1285P0017,0.5,3,3,NA,0,0,1,1
TMS14F1285P0017,0.22,2,NA,NA,0,0,1,1
TMS14F1285P0017,0,1,NA,NA,0,0,1,1
TMS14F1285P0017,0,1,NA,NA,0,0,1,1
TMS14F1285P0017,0,1,NA,NA,0,0,1,1
TMS14F1285P0017,0,1,NA,NA,0,0,1,1
TMS14F1285P0017,0,1,NA,NA,0,0,1,1
TMS14F1285P0017,1,2,2,NA,0,0,1,1
TMS14F1285P0017,1,2,2,NA,0,0,1,1
TMS14F1285P0017,1,2,2,NA,0,0,1,1
TMS14F1285P0017,NA,NA,NA,NA,0,NA,1,NA
TMS14F1285P0017,0,1,2,NA,0,0,1,1
TMS14F1285P0017,0,1,3,NA,0,0,1,1
TMS14F1285P0017,0,1,3,5,0,0,1,1
TMS14F1285P0017,0,1,4,4,0,0,1,1
TMS14F1285P0017,0,1,3,4,0,0,1,1
TMS14F1285P0017,0.36,2,2,2,0,0,1,1
TMS14F1285P0017,0.48,2,2,2,0,0,1,1
TMS14F1285P0017,0.41,2,2,2,0,0,1,1
TMS14F1285P0017,0.9,2,3,NA,0,0,1,1
TMS14F1285P0017,1,3,3,NA,0,0,1,1
TMS14F1285P0017,1,2,3,NA,0,0,1,1
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1285P0017,NA,NA,NA,NA,NA,NA,NA,NA
