leaf_name,plot_name,accession_name,plot_number,leaf_no,pedigree,block_number,rep_number,petiole length,leaf lobe length,leaf lobe width,lobe number
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,13,12.5,3.6,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,2,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,13.2,12.5,3.4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,3,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,16.5,12.4,3.3,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,4,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,15,12.8,3.5,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,5,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,12.7,13.6,3.6,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,6,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,13.5,13.5,3.7,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,7,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,12,13.9,3.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,8,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,16.7,12.5,3.5,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,9,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,10,14.5,3.7,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,10,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,14.5,15,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,11,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,12,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,13,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,14,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,15,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,16,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,17,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,18,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,19,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,20,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,21,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,22,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,23,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,24,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,25,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,26,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,27,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,28,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,29,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,30,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,IITA-TMS-IBA071313/TMEB419,1,1,11.2,12.5,3.8,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,2,IITA-TMS-IBA071313/TMEB419,1,1,13,12,3.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,3,IITA-TMS-IBA071313/TMEB419,1,1,14,10,3,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,4,IITA-TMS-IBA071313/TMEB419,1,1,14,12.9,,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,5,IITA-TMS-IBA071313/TMEB419,1,1,9.5,12.5,4,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,6,IITA-TMS-IBA071313/TMEB419,1,1,12.5,11,3.4,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,7,IITA-TMS-IBA071313/TMEB419,1,1,12.3,11.8,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,8,IITA-TMS-IBA071313/TMEB419,1,1,9.9,10,2.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,9,IITA-TMS-IBA071313/TMEB419,1,1,14.5,12.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,10,IITA-TMS-IBA071313/TMEB419,1,1,8.7,11.7,3,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,11,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,12,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,13,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,14,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,15,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,16,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,17,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,18,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,19,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,20,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,21,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,22,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,23,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,24,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,25,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,26,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,27,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,28,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,29,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,30,IITA-TMS-IBA071313/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,IITA-TMS-IBA000211/TMEB419,1,1,19.8,13.7,4.3,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,2,IITA-TMS-IBA000211/TMEB419,1,1,20,15.5,4.6,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,3,IITA-TMS-IBA000211/TMEB419,1,1,19.7,14,4.4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,4,IITA-TMS-IBA000211/TMEB419,1,1,22.5,15.9,5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,5,IITA-TMS-IBA000211/TMEB419,1,1,16.7,15.6,4.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,6,IITA-TMS-IBA000211/TMEB419,1,1,19.7,15.3,4.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,7,IITA-TMS-IBA000211/TMEB419,1,1,19,16,4.9,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,8,IITA-TMS-IBA000211/TMEB419,1,1,18.3,14,4.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,9,IITA-TMS-IBA000211/TMEB419,1,1,17.7,15,4.7,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,10,IITA-TMS-IBA000211/TMEB419,1,1,23.5,13.8,4.3,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,11,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,12,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,13,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,14,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,15,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,16,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,17,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,18,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,19,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,20,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,21,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,22,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,23,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,24,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,25,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,26,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,27,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,28,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,29,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,30,IITA-TMS-IBA000211/TMEB419,1,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,1,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,17.3,13.5,3.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,13.5,14.8,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,3,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,19,14,3.6,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,4,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,18,15.4,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,5,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,19.5,14.3,3.8,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,6,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,16.2,16,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,7,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,17.5,14.7,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,8,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,22.5,16,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,9,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,19,14,3.5,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,10,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,22.5,14.5,3.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,11,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,12,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,13,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,14,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,15,IITA-TMS-IBA020431/IITA-TMS-IBA030055A,2,1,,,,
