leaf_name,plot_name,accession_name,plot_number,leaf_no,pedigree,block_number,rep_number,petiole length,leaf lobe length,leaf lobe width,lobe number
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_15,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,15,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_16,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,16,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_17,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,17,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_18,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,18,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_19,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,19,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_20,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,20,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_21,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,21,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_22,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,22,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_23,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,23,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_24,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,24,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_25,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,25,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_26,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,26,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_27,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,27,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_28,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,28,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_29,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,29,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109_30,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1016P0006_109,TMS14F1016P0006,109,30,TMS13F1307P0011/TMS13F1108P0007,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_1,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,1,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,16.5,13.5,3.8,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_2,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,2,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,21,14,4,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_3,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,3,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,17.6,14,4.5,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_4,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,4,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,21.5,15,4.7,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_5,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,5,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,16.6,13.5,4,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_6,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,6,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,24.7,15.8,4.7,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_7,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,7,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,23.3,16,4.9,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_8,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,8,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,16.9,14,4.3,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_9,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,9,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,22.5,15.5,4.5,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_10,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,10,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,13.5,13.8,4,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_11,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,11,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_12,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,12,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_13,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,13,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_14,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,14,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_15,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,15,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_16,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,16,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_17,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,17,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_18,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,18,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_19,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,19,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_20,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,20,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_21,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,21,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_22,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,22,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_23,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,23,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_24,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,24,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_25,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,25,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_26,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,26,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_27,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,27,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_28,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,28,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_29,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,29,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110_30,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS14F1300P0008_110,TMS14F1300P0008,110,30,IITA-TMS-ZAR930151/IITA-TMS-MM970043,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_1,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,1,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,19.2,14.5,4.5,6
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_2,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,2,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,18.3,14.5,4.9,7
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_3,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,3,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,16.5,13,4,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_4,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,4,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,18,15,4.7,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_5,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,5,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,16.5,13.5,3.8,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_6,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,6,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,19,14,4.4,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_7,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,7,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,18,16,4.9,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_8,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,8,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,20.5,17,5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_9,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,9,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,20,15,4.3,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_10,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,10,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,17,13,4,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_11,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,11,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_12,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,12,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_13,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,13,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_14,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,14,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_15,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,15,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_16,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,16,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_17,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,17,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_18,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,18,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_19,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,19,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_20,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,20,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_21,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,21,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_22,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,22,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_23,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,23,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_24,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,24,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_25,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,25,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_26,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,26,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_27,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,27,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_28,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,28,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_29,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,29,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111_30,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F2061P0005_111,TMS13F2061P0005,111,30,IITA-TMS-IBA070004/(IITA-TMS-IBA070520xSM3361-30)-11,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_1,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,1,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,14.5,15.5,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_2,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,2,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,15.5,16.5,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_3,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,3,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,14,14.5,3.4,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_4,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,4,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,19,16,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_5,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,5,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,16,16.5,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_6,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,6,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,12.5,15,3.3,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_7,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,7,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,16,14,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_8,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,8,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,17.2,16,3.5,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_9,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,9,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,10.3,13.5,3.1,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_10,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,10,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,10.2,13,3.1,5
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_11,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,11,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_12,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,12,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_13,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,13,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_14,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,14,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_15,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,15,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_16,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,16,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_17,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,17,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_18,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,18,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_19,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,19,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_20,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,20,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_21,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,21,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_22,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,22,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_23,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,23,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_24,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,24,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112_25,2021-20.GS.C2.UYT.36.setA.IB-rep1-TMS13F1461P0002_112,TMS13F1461P0002,112,25,IITA-TMS-MM990268/IITA-TMS-IBA000355,1,1,,,,
