Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,35,223.909,6.397,35.935,255
scan_2,39,175.196,4.492,28.117,255
scan_3,44,178.727,4.062,28.684,255
scan_4,38,224.902,5.918,36.095,255
scan_5,38,155.368,4.089,24.935,255
scan_6,50,168.766,3.375,27.085,255
scan_7,35,260.883,7.454,41.869,255
scan_8,33,218.354,6.617,35.044,255
scan_9,38,228.646,6.017,36.696,255
scan_10,43,186.824,4.345,29.983,255
