Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,47,188.790,4.017,30.299,255
scan_2,57,142.800,2.505,22.918,255
scan_3,45,160.890,3.575,25.821,255
scan_4,47,146.887,3.125,23.574,255
scan_5,52,165.388,3.181,26.543,255
scan_6,39,187.839,4.816,30.146,255
scan_7,58,126.006,2.173,20.223,255
scan_8,45,129.908,2.887,20.849,255
scan_9,51,117.307,2.300,18.827,255
scan_10,50,107.660,2.153,17.278,255
