Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,23,177.982,7.738,28.564,255
scan_2,21,191.692,9.128,30.765,255
scan_3,24,168.969,7.040,27.118,255
scan_4,20,152.369,7.618,24.454,255
scan_5,22,144.399,6.564,23.175,255
scan_6,23,146.135,6.354,23.453,255
scan_7,23,179.943,7.824,28.879,255
scan_8,21,175.946,8.378,28.238,255
scan_9,24,146.363,6.098,23.490,255
scan_10,33,124.074,3.760,19.913,255
