Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,29,218.413,7.531,35.053,255
scan_2,31,209.952,6.773,33.695,255
scan_3,36,209.005,5.806,33.543,255
scan_4,33,191.337,5.798,30.708,255
scan_5,36,233.403,6.483,37.459,255
scan_6,33,231.901,7.027,37.218,255
scan_7,30,203.425,6.781,32.648,255
scan_8,36,237.701,6.603,38.149,255
scan_9,32,196.999,6.156,31.616,255
