Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,32,152.588,4.768,24.489,255
scan_2,30,193.607,6.454,31.072,255
scan_3,27,223.298,8.270,35.837,255
scan_4,29,177.491,6.120,28.486,255
scan_5,19,230.217,12.117,36.948,255
scan_6,25,150.875,6.035,24.214,255
scan_7,30,177.496,5.917,28.486,255
scan_8,29,170.637,5.884,27.386,255
scan_9,36,134.544,3.737,21.593,255
scan_10,40,100.777,2.519,16.174,255
