Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,37,211.074,5.705,33.875,255
scan_2,30,214.185,7.140,34.375,255
scan_3,32,226.582,7.081,36.364,255
scan_4,34,172.548,5.075,27.692,255
scan_5,35,213.672,6.105,34.292,255
scan_6,38,192.457,5.065,30.887,255
scan_7,34,197.324,5.804,31.669,255
scan_8,39,232.176,5.953,37.262,255
scan_9,37,179.927,4.863,28.877,255
scan_10,42,226.488,5.393,36.349,255
