Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,104,121.596,1.169,19.515,255
scan_2,90,114.645,1.274,18.399,255
scan_3,51,110.139,2.160,17.676,255
scan_4,61,118.517,1.943,19.021,255
scan_5,48,131.233,2.734,21.062,255
scan_6,52,138.436,2.662,22.218,255
scan_7,58,142.320,2.454,22.841,255
scan_8,88,110.334,1.254,17.708,255
scan_9,47,158.254,3.367,25.398,255
scan_10,51,162.826,3.193,26.132,255
