Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,32,184.750,5.773,29.651,255
scan_2,37,173.669,4.694,27.872,255
scan_3,34,162.673,4.784,26.107,255
scan_4,33,218.680,6.627,35.096,255
scan_5,26,179.362,6.899,28.786,255
scan_6,27,237.255,8.787,38.077,255
scan_7,27,219.525,8.131,35.232,255
scan_8,37,153.111,4.138,24.573,255
scan_9,27,215.406,7.978,34.571,255
scan_10,23,183.970,7.999,29.525,255
