Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,50,133.874,2.677,21.486,255
scan_2,41,176.303,4.300,28.295,255
scan_3,47,133.428,2.839,21.414,255
scan_4,51,115.954,2.274,18.609,255
scan_5,52,130.339,2.507,20.918,255
scan_6,35,178.197,5.091,28.599,255
scan_7,59,62.225,1.055,9.987,255
scan_8,58,95.657,1.649,15.352,255
scan_9,55,91.163,1.658,14.631,255
scan_10,53,102.344,1.931,16.425,255
