Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,53,171.117,3.229,27.463,255
scan_2,39,192.153,4.927,30.839,255
scan_3,57,182.916,3.209,29.356,255
scan_4,94,231.641,2.464,37.176,255
scan_5,58,219.175,3.779,35.175,255
scan_6,49,212.501,4.337,34.104,255
scan_7,94,192.576,2.049,30.907,255
scan_8,61,199.903,3.277,32.083,255
scan_9,114,235.305,2.064,37.764,255
scan_10,59,175.123,2.968,28.106,255
