Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,29,168.461,5.809,27.036,255
scan_2,26,171.278,6.588,27.488,255
scan_3,28,169.334,6.048,27.176,255
scan_4,27,158.291,5.863,25.404,255
scan_5,30,123.574,4.119,19.832,255
scan_6,29,152.949,5.274,24.547,255
scan_7,29,135.277,4.665,21.711,255
scan_8,35,122.168,3.491,19.607,255
scan_9,30,153.626,5.121,24.656,255
scan_10,37,116.507,3.149,18.698,255
