Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,29,231.456,7.981,37.146,255
scan_2,27,258.029,9.557,41.411,255
scan_3,29,311.455,10.740,49.986,255
scan_4,33,261.670,7.929,41.996,255
scan_5,34,248.072,7.296,39.813,255
scan_6,39,263.157,6.748,42.234,255
scan_7,34,271.832,7.995,43.626,255
scan_8,33,262.200,7.945,42.081,255
scan_9,34,278.241,8.184,44.655,255
scan_10,34,280.483,8.249,45.015,255
