Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,40,288.688,7.217,46.332,255
scan_2,40,269.756,6.744,43.293,255
scan_3,45,290.628,6.458,46.643,255
scan_4,39,293.310,7.521,47.073,255
scan_5,44,236.733,5.380,37.993,255
scan_6,38,264.270,6.954,42.413,255
scan_7,43,246.164,5.725,39.507,255
scan_8,34,320.528,9.427,51.442,255
scan_9,37,283.081,7.651,45.432,255
scan_10,42,246.230,5.863,39.518,255
