Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,36,130.852,3.635,21.001,255
scan_2,46,135.991,2.956,21.825,255
scan_3,45,150.295,3.340,24.121,255
scan_4,32,131.230,4.101,21.061,255
scan_5,28,189.410,6.765,30.398,255
scan_6,39,134.578,3.451,21.598,255
scan_7,28,203.951,7.284,32.732,255
scan_8,44,147.672,3.356,23.700,255
scan_9,42,171.097,4.074,27.459,255
scan_10,43,135.847,3.159,21.802,255
