Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,40,130.611,3.265,20.962,255
scan_2,45,136.736,3.039,21.945,255
scan_3,50,104.891,2.098,16.834,255
scan_4,49,110.659,2.258,17.760,255
scan_5,42,117.431,2.796,18.847,255
scan_6,48,122.219,2.546,19.615,255
scan_7,44,152.235,3.460,24.432,255
scan_8,49,112.242,2.291,18.014,255
scan_9,49,105.659,2.156,16.957,255
scan_10,41,135.963,3.316,21.821,255
