Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,48,184.387,3.841,29.592,255
scan_2,43,222.257,5.169,35.670,255
scan_3,44,174.404,3.964,27.990,255
scan_4,45,190.029,4.223,30.498,255
scan_5,46,189.607,4.122,30.430,255
scan_6,48,218.501,4.552,35.067,255
scan_7,43,217.913,5.068,34.973,255
scan_9,48,232.845,4.851,37.369,255
scan_10,61,174.200,2.856,27.957,255
