Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,42,155.005,3.691,24.877,255
scan_2,45,142.809,3.174,22.919,255
scan_3,45,146.132,3.247,23.453,255
scan_4,41,156.409,3.815,25.102,255
scan_5,42,199.981,4.761,32.095,255
scan_6,41,197.443,4.816,31.688,255
scan_7,47,162.607,3.460,26.097,255
scan_8,41,165.315,4.032,26.532,255
scan_9,50,145.477,2.910,23.348,255
scan_10,39,161.115,4.131,25.857,255
