Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,36,215.037,5.973,34.511,255
scan_2,34,226.148,6.651,36.295,255
scan_3,39,193.289,4.956,31.021,255
scan_4,42,177.224,4.220,28.443,255
scan_5,39,163.715,4.198,26.275,255
scan_6,36,205.248,5.701,32.940,255
scan_7,42,177.406,4.224,28.472,255
scan_8,35,218.657,6.247,35.092,255
scan_9,42,140.658,3.349,22.574,255
scan_10,31,209.134,6.746,33.564,255
