Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,39,132.003,3.385,21.185,255
scan_2,36,155.298,4.314,24.924,255
scan_3,34,134.818,3.965,21.637,255
scan_4,48,122.332,2.549,19.633,255
scan_5,37,119.730,3.236,19.216,255
scan_6,47,114.542,2.437,18.383,255
scan_7,44,160.738,3.653,25.797,255
scan_8,34,158.510,4.662,25.439,255
scan_9,43,137.118,3.189,22.006,255
scan_10,37,194.573,5.259,31.227,255
