Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,54,121.821,2.256,19.551,255
scan_2,63,87.781,1.393,14.088,255
scan_3,59,114.798,1.946,18.424,255
scan_4,64,84.266,1.317,13.524,255
scan_5,57,118.676,2.082,19.046,255
scan_6,58,99.744,1.720,16.008,255
scan_7,60,133.843,2.231,21.480,255
scan_8,59,109.220,1.851,17.529,255
scan_9,49,143.779,2.934,23.075,255
scan_10,62,105.415,1.700,16.918,255
