Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,46,145.524,3.164,23.355,255
scan_2,49,108.008,2.204,17.334,255
scan_3,59,93.386,1.583,14.988,255
scan_4,58,120.233,2.073,19.296,255
scan_5,48,168.382,3.508,27.024,255
scan_6,47,132.241,2.814,21.223,255
scan_7,53,135.709,2.561,21.780,255
scan_8,41,149.695,3.651,24.025,255
scan_9,63,94.814,1.505,15.217,255
scan_10,53,109.560,2.067,17.583,255
