Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,68,84.407,1.241,13.547,255
scan_2,64,148.397,2.319,23.816,255
scan_3,64,111.079,1.736,17.827,255
scan_4,58,128.898,2.222,20.687,255
scan_5,68,82.017,1.206,13.163,255
scan_6,61,85.491,1.401,13.720,255
scan_8,68,67.026,0.986,10.757,255
scan_9,74,73.590,0.994,11.811,255
scan_10,73,63.504,0.870,10.192,255
