Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,44,185.401,4.214,29.755,255
scan_2,54,256.236,4.745,41.123,255
scan_3,40,197.949,4.949,31.769,255
scan_4,26,200.747,7.721,32.218,255
scan_5,40,197.675,4.942,31.725,255
scan_6,51,226.245,4.436,36.310,255
scan_7,32,209.345,6.542,33.598,255
scan_8,44,242.972,5.522,38.995,255
scan_9,57,231.526,4.062,37.158,255
scan_10,48,197.688,4.118,31.727,255
