Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,48,107.761,2.245,17.295,255
scan_2,43,136.743,3.180,21.946,255
scan_3,51,106.546,2.089,17.100,255
scan_4,45,110.999,2.467,17.814,255
scan_5,48,126.599,2.637,20.318,255
scan_6,48,124.618,2.596,20.000,255
scan_7,56,99.953,1.785,16.042,255
scan_8,62,72.045,1.162,11.563,255
scan_9,56,89.033,1.590,14.289,255
scan_10,55,115.463,2.099,18.531,255
