Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,35,134.588,3.845,21.600,255
scan_2,32,141.024,4.407,22.633,255
scan_3,40,102.648,2.566,16.474,255
scan_4,33,159.284,4.827,25.564,255
scan_5,41,152.518,3.720,24.478,255
scan_6,35,121.843,3.481,19.555,255
scan_7,33,114.311,3.464,18.346,255
scan_8,35,132.264,3.779,21.227,255
scan_9,34,105.164,3.093,16.878,255
scan_10,36,95.924,2.665,15.395,255
