Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,41,122.000,2.976,19.580,255
scan_2,42,146.657,3.492,23.537,255
scan_3,44,153.456,3.488,24.628,255
scan_4,57,197.387,3.463,31.679,255
scan_5,52,180.283,3.467,28.934,255
scan_6,37,201.110,5.435,32.276,255
scan_7,40,166.233,4.156,26.679,255
scan_8,31,174.624,5.633,28.026,255
scan_9,33,160.958,4.878,25.832,255
scan_10,33,164.266,4.978,26.363,255
