Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,55,148.965,2.708,23.907,255
scan_2,42,172.962,4.118,27.759,255
scan_3,45,179.316,3.985,28.778,255
scan_4,41,179.764,4.384,28.850,255
scan_5,47,124.449,2.648,19.973,255
scan_6,48,145.801,3.038,23.400,255
scan_7,45,177.010,3.934,28.408,255
scan_8,47,166.128,3.535,26.662,255
scan_9,44,153.697,3.493,24.667,255
scan_10,49,127.723,2.607,20.498,255
