Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,46,154.632,3.362,24.817,255
scan_2,25,153.577,6.143,24.648,255
scan_3,28,179.116,6.397,28.746,255
scan_4,34,177.800,5.229,28.535,255
scan_5,69,133.442,1.934,21.416,255
scan_6,37,159.457,4.310,25.591,255
scan_7,46,136.674,2.971,21.935,255
scan_8,35,175.850,5.024,28.222,255
scan_9,35,184.426,5.269,29.599,255
scan_10,38,153.945,4.051,24.707,255
