Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,50,139.927,2.799,22.457,255
scan_2,48,116.397,2.425,18.681,255
scan_3,59,110.979,1.881,17.811,255
scan_4,35,193.920,5.541,31.122,255
scan_5,43,162.759,3.785,26.121,255
scan_6,47,168.528,3.586,27.047,255
scan_7,45,153.692,3.415,24.666,255
scan_8,50,136.695,2.734,21.938,255
scan_9,41,157.187,3.834,25.227,255
scan_10,54,116.906,2.165,18.762,255
