Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,35,196.164,5.605,31.482,255
scan_2,38,203.368,5.352,32.639,255
scan_3,33,213.595,6.473,34.280,255
scan_4,37,202.159,5.464,32.445,255
scan_5,25,247.329,9.893,39.694,255
scan_6,26,282.424,10.862,45.326,255
scan_7,29,271.834,9.374,43.627,255
scan_8,30,211.386,7.046,33.925,255
scan_9,25,253.390,10.136,40.667,255
scan_10,32,268.032,8.376,43.017,255
