Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,51,147.417,2.891,23.659,255
scan_2,46,120.050,2.610,19.267,255
scan_3,51,89.924,1.763,14.432,255
scan_4,43,138.353,3.218,22.204,255
scan_5,48,136.932,2.853,21.976,255
scan_6,45,115.313,2.563,18.507,255
scan_7,46,119.759,2.603,19.220,255
scan_8,48,125.582,2.616,20.155,255
scan_9,49,91.083,1.859,14.618,255
scan_10,45,143.809,3.196,23.080,255
