Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,28,165.724,5.919,26.597,255
scan_2,23,189.336,8.232,30.387,255
scan_3,30,134.448,4.482,21.578,255
scan_4,26,177.115,6.812,28.425,255
scan_5,40,134.807,3.370,21.635,255
scan_6,31,152.730,4.927,24.512,255
scan_7,23,192.579,8.373,30.907,255
scan_8,25,209.468,8.379,33.618,255
scan_9,30,179.899,5.997,28.872,255
scan_10,37,130.980,3.540,21.021,255
