Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,58,99.833,1.721,16.022,255
scan_2,56,95.396,1.704,15.310,255
scan_3,65,68.676,1.057,11.022,255
scan_4,58,104.719,1.806,16.806,255
scan_5,58,103.924,1.792,16.679,255
scan_6,55,83.271,1.514,13.364,255
scan_7,49,95.592,1.951,15.342,255
scan_8,64,83.903,1.311,13.466,255
scan_9,51,106.504,2.088,17.093,255
scan_10,52,91.296,1.756,14.652,255
