Slice,Count,Total Area,Average Size,%Area,Mean
scan_2,44,151.961,3.454,24.388,255
scan_3,41,124.938,3.047,20.051,255
scan_4,45,141.999,3.156,22.790,255
scan_5,40,148.413,3.710,23.819,255
scan_6,39,142.242,3.647,22.828,255
scan_7,50,136.505,2.730,21.908,255
scan_8,43,108.553,2.524,17.422,255
scan_9,40,157.703,3.943,25.310,255
scan_10,40,169.198,4.230,27.155,255
