Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,33,211.693,6.415,33.975,255
scan_2,20,199.872,9.994,32.077,255
scan_3,38,140.701,3.703,22.581,255
scan_4,31,193.484,6.241,31.052,255
scan_5,24,256.381,10.683,41.147,255
scan_6,23,235.647,10.246,37.819,255
scan_7,25,213.200,8.528,34.217,255
scan_8,31,151.548,4.889,24.322,255
scan_9,27,243.111,9.004,39.017,255
scan_10,30,216.481,7.216,34.743,255
