Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,44,193.103,4.389,30.991,255
scan_2,52,249.222,4.793,39.998,255
scan_3,39,199.312,5.111,31.988,255
scan_4,59,174.508,2.958,28.007,255
scan_5,36,237.422,6.595,38.104,255
scan_6,93,156.232,1.680,25.074,255
scan_7,48,178.675,3.722,28.676,255
scan_8,53,250.921,4.734,40.270,255
scan_9,54,225.254,4.171,36.151,255
scan_10,105,245.743,2.340,39.439,255
