Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,56,96.380,1.721,15.468,255
scan_2,56,98.269,1.755,15.771,255
scan_3,54,97.602,1.807,15.664,255
scan_4,47,160.269,3.410,25.722,255
scan_5,53,96.212,1.815,15.441,255
scan_6,52,113.576,2.184,18.228,255
scan_7,59,87.007,1.475,13.964,255
scan_8,48,104.970,2.187,16.847,255
scan_9,49,71.022,1.449,11.398,255
scan_10,66,99.553,1.508,15.977,255
