Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,50,90.919,1.818,14.592,255
scan_2,45,81.595,1.813,13.095,255
scan_3,49,84.258,1.720,13.523,255
scan_4,57,127.325,2.234,20.435,255
scan_5,56,132.667,2.369,21.292,255
scan_6,57,91.438,1.604,14.675,255
scan_7,38,100.190,2.637,16.080,255
