Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,56,154.880,2.766,24.857,255
scan_2,46,170.580,3.708,27.377,255
scan_3,43,172.146,4.003,27.628,255
scan_4,56,157.098,2.805,25.213,255
scan_5,43,159.965,3.720,25.673,255
scan_6,50,174.202,3.484,27.958,255
scan_7,50,171.348,3.427,27.500,255
