Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,38,253.263,6.665,40.646,255
scan_2,41,155.212,3.786,24.910,255
scan_3,39,219.862,5.637,35.286,255
scan_4,50,119.400,2.388,19.163,255
scan_5,34,211.060,6.208,33.873,255
scan_6,41,166.377,4.058,26.702,255
