Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,44,217.664,4.947,34.933,255
scan_2,39,217.360,5.573,34.884,255
scan_3,57,210.780,3.698,33.828,255
scan_4,44,190.053,4.319,30.502,255
scan_5,44,157.823,3.587,25.329,255
scan_6,47,151.245,3.218,24.273,255
scan_7,49,166.158,3.391,26.667,255
scan_8,45,210.476,4.677,33.779,255
scan_9,40,168.288,4.207,27.009,255
scan_10,47,154.605,3.289,24.813,255
