Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,50,149.818,2.996,24.044,255
scan_2,39,123.821,3.175,19.872,255
scan_3,41,121.066,2.953,19.430,255
scan_4,32,128.011,4.000,20.544,255
scan_5,42,151.049,3.596,24.242,255
scan_6,33,150.002,4.546,24.074,255
scan_7,46,135.624,2.948,21.766,255
scan_9,31,81.276,2.622,13.044,255
scan_10,35,109.922,3.141,17.641,255
