Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,71,80.580,1.135,12.932,255
scan_2,57,95.817,1.681,15.378,255
scan_3,72,84.447,1.173,13.553,255
scan_4,61,97.836,1.604,15.702,255
scan_5,84,66.723,0.794,10.708,255
scan_6,78,96.747,1.240,15.527,255
scan_7,66,60.367,0.915,9.688,255
scan_8,66,52.908,0.802,8.491,255
scan_9,71,80.589,1.135,12.934,255
scan_10,85,78.784,0.927,12.644,255
