Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,88,123.728,1.406,19.857,255
scan_2,51,166.062,3.256,26.651,255
scan_3,41,159.962,3.902,25.672,255
scan_4,50,145.798,2.916,23.399,255
scan_5,53,167.096,3.153,26.817,255
scan_6,53,174.272,3.288,27.969,255
scan_7,45,170.513,3.789,27.366,255
scan_8,41,199.715,4.871,32.052,255
scan_9,53,115.009,2.170,18.458,255
scan_10,52,158.312,3.044,25.408,255
