Slice,Count,Total Area,Average Size,%Area,Mean
scan_1,42,179.824,4.282,28.860,255
scan_2,136,230.331,1.694,36.966,255
scan_3,75,240.926,3.212,38.666,255
scan_4,45,178.234,3.961,28.605,255
scan_5,67,201.080,3.001,32.271,255
scan_6,35,156.086,4.460,25.050,255
scan_7,36,185.569,5.155,29.782,255
scan_8,46,208.511,4.533,33.464,255
scan_9,41,205.932,5.023,33.050,255
